"site","cushion","code","sample","cushion.open","diam1","diam2","area","Adesmia echinus","Adesmia sp 2","Adesmia subterranea","Azorella madreporica","Calandrinia caespitosa","Calandrinia sp","Carex sp","Cerastium arvense","Chaetanthera lycopodioides","Chaetanthera pentacaenoides","Crucifera","Erigeron andicola","Gayophytum micranthum","Hordeum comosum","Jarava chrysophylla","Kurzamra pulchella","Menonvillea sp","Montiopsis copiapina","Nassauvia cumingii","Olsynium junceum","Oxalis sp","Phacelia secunda","Poa holciformis","Senecio sp","Trisetum oreophilum","Viola montagnei","Viola philippii"
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,64,"cushion ",,,32.3976742401,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,65,"cushion ",,,34.9188023447,,,,,,1,,,,,1,,,,,,,,1,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,66,"cushion ",,,8.0424771932,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,67,"cushion ",,,6.157521601,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,68,"cushion ",,,7.5476763502,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,69,"cushion ",,,11.9380520836,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,70,"cushion ",,,27.3004401597,,,,,,,,,,2,,,,,,,,,3,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,71,"cushion ",,,10.4772114997,,,,,,,,,,,,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,72,"cushion ",,,16.0221225333,,,,,,,,,,1,,,,1,,,,,,,,,3,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,73,"cushion ",,,26.4207942167,,,,,,,,,,,2,,,,,,,,,,,,4,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,74,"cushion ",,,4.5238934212,,,,,,,,,,,2,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,75,"cushion ",,,16.82322866,,,,,,,,,,2,,,,1,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,76,"cushion ",,,35.2565235549,,,,,,,,,,,1,,,,,,,,,,,,5,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,77,"cushion ",,,33.1830724035,,,,,,,,,,,2,,,,,,,,,,,,5,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,78,"cushion ",,,25.7296438329,,,,,,,,,,,2,,,1,,,,,,,,,3,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,79,"cushion ",,,28.4785374048,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,80,"cushion ",,,71.7461222264,,,,,,,,,,2,16,,,,,,,,,,,,6,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,81,"cushion ",,,22.0618344098,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,82,"cushion ",,,36.1754394061,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,83,"cushion ",,,17.3494454294,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,84,"cushion ",,,3.7306412761,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,85,"cushion ",,,20.6009938259,,,,,,,,,,3,5,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,86,"cushion ",,,11.2154857733,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,87,"cushion ",,,76.5920288945,1,,,,,,,,,1,7,,,,,,,,,,,,10,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,88,"cushion ",,,3.133738672,,,,,,,,,,,1,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,89,"cushion ",,,13.9486713819,,,,,,,,,,2,,,,,,,,,1,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,90,"cushion ",,,9.7389372261,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,91,"cushion ",,,14.3256625004,,,,,,,,,,1,,,,,,,,,1,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,92,"cushion ",,,4.9087385212,,,,,,,,,,,,,,2,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,93,"cushion ",,,40.7150407905,,,,1,,,,,,,1,,,2,,,,,,,,,7,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,94,"cushion ",,,32.3976742401,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,95,"cushion ",,,34.9188023447,,,,,,1,,,,,1,,,,,,,,1,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,96,"cushion ",,,8.0424771932,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,97,"cushion ",,,6.157521601,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,98,"cushion ",,,7.5476763502,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,99,"cushion ",,,11.9380520836,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,100,"cushion ",,,27.3004401597,,,,,,,,,,2,,,,,,,,,3,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,1,"open",,,33.1830724035,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,2,"open",,,10.1787601976,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,3,"open",,,13.9486713819,,,,,,,,,,,,,,2,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,4,"open",,,9.7389372261,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,5,"open",,,14.3256625004,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,6,"open",,,4.9087385212,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,7,"open",,,40.7150407905,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,8,"open",,,32.3976742401,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,9,"open",,,34.9188023447,,,,,,,,,,1,,,,,,,,,,,,,3,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,10,"open",,,8.0424771932,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,11,"open",,,6.157521601,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,12,"open",,,7.5476763502,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,13,"open",,,11.9380520836,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,14,"open",,,27.3004401597,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,15,"open",,,10.4772114997,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,16,"open",,,16.0221225333,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,17,"open",,,26.4207942167,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,18,"open",,,4.5238934212,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,19,"open",,,16.82322866,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,20,"open",,,35.2565235549,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,21,"open",,,33.1830724035,,,,,,,,,,,,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,22,"open",,,25.7296438329,,,,,,,,,,,,,,1,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,23,"open",,,28.4785374048,,,,,,,,,,,,,,,,,,,,,,,4,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,24,"open",,,71.7461222264,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,25,"open",,,22.0618344098,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,26,"open",,,36.1754394061,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,27,"open",,,17.3494454294,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,28,"open",,,3.7306412761,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,29,"open",,,20.6009938259,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,30,"open",,,11.2154857733,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,31,"open",,,76.5920288945,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,32,"open",,,55.4176944093,,,,,,,,,,,,,,,,,,,,,,,3,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,33,"open",,,7.5476763502,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,34,"open",,,3.4714598822,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,35,"open",,,29.1539798253,,,,,,,,,,,,,,,,,,,1,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,36,"open",,,19.6349540849,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,37,"open",,,16.0221225333,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,38,"open",,,40.4322974517,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,39,"open",,,8.1995568259,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,40,"open",,,12.6449104307,,,,,,,,,,,,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,41,"open",,,3.8798669272,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,42,"open",,,41.8538681275,,,,,,,,,,,,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,43,"open",,,58.0880481649,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,44,"open",,,7.4220126441,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,45,"open",,,23.7582944428,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,46,"open",,,4.7752208335,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,47,"open",,,13.7837377676,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,48,"open",,,9.0792027689,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,49,"open",,,3.4636059006,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,50,"open",,,3.133738672,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,51,"open",,,7.4769905155,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,52,"open",,,7.4298666257,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,53,"open",,,33.5993334301,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,54,"open",,,33.4343998158,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,55,"open",,,7.6340701482,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,56,"open",,,12.1736715327,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,57,"open",,,41.0449080192,,,,,,,,,,,,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,58,"open",,,15.1189146454,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,59,"open",,,8.4823001647,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,60,"open",,,23.4991130489,,,,,,,,,,,,,,,,,,,1,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,61,"open",,,14.3256625004,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,62,"open",,,4.9087385212,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,63,"open",,,40.7150407905,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,64,"open",,,32.3976742401,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,65,"open",,,34.9188023447,,,,,,,,,,1,,,,,,,,,,,,,3,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,66,"open",,,8.0424771932,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,67,"open",,,6.157521601,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,68,"open",,,7.5476763502,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,69,"open",,,11.9380520836,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,70,"open",,,27.3004401597,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,71,"open",,,10.4772114997,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,72,"open",,,16.0221225333,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,73,"open",,,26.4207942167,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,74,"open",,,4.5238934212,,,,,,,,,,,,,,,,,,,,,,,1,,,,
