Dataset code,Original recorded  name,Higher taxon,Family,Genus,Species,Subspecies etc,Checked?
43,"Celmisia bondplanii","","Asteraceae","Celmisia","bondplanii","",1
33,"Galium boreale","","Rubiaceae","Galium","boreale","",1
88,"Galium boreale","","Rubiaceae","Galium","boreale","",1
98,"Galium boreale","","Rubiaceae","Galium","boreale","",1
98,"Polemonium boreale","","Polemoniaceae","Polemonium","boreale","",1
97,"Agrostis borealis","","Poaceae","Agrostis","borealis","",1
82,"Linnea_borealis","","Caprifoliaceae","Linnea","borealis","",1
97,"Stellaria borealis","","Caryophyllaceae","Stellaria","borealis","",1
77,"Leontodon boryi","","Asteraceae","Leontodon","boryi","",1
78,"Leontodon boryi","","Asteraceae","Leontodon","boryi","",1
79,"Leontodon boryi","","Asteraceae","Leontodon","boryi","",1
80,"Leontodon boryi","","Asteraceae","Leontodon","boryi","",1
81,"Leontodon boryi","","Asteraceae","Leontodon","boryi","",1
79,"Silene boryi","","Caryophyllaceae","Silene","boryi","",1
81,"Silene boryi","","Caryophyllaceae","Silene","boryi","",1
98,"Astrag bourgovii","","Fabaceae","Astragalus","bourgovii","",1
79,"Dianthus brachyanthus","","Caryophyllaceae","Dianthus","brachyanthus","",1
81,"Dianthus brachyanthus","","Caryophyllaceae","Dianthus","brachyanthus","",1
97,"Festuca brachyphylla","","Poaceae","Festuca","brachyphylla","",1
52,"Gentiana brachyphylla","","Gentianaceae","Gentiana","brachyphylla","",1
85,"Saxifraga brachypoda","","Saxifragaceae","Saxifraga","brachypoda","",1
46,"Acantholimon brachystachyum","","Plumbaginaceae","Acantholimon","brachystachyum","",1
65,"Pedicularis bracteosa","","Orobanchaceae","Pedicularis","bracteosa","",1
98,"Pedicularis bracteosa","","Orobanchaceae","Pedicularis","bracteosa","",1
56,"Sedum brevifolium","","Crassulaceae","Sedum","brevifolium","",1
47,"Ranunculus breyninus","","Ranunculaceae","Ranunculus","breyninus","",1
100,"Ranunculus breyninus","","Ranunculaceae","Ranunculus","breyninus","",1
69,"Saxifraga bronchialis (Red saxifrage)","","Saxifragaceae","Saxifraga","bronchialis","",1
75,"Saxifraga bronchialis","","Saxifragaceae","Saxifraga","bronchialis","",1
76,"Saxifraga bronchialis","","Saxifragaceae","Saxifraga","bronchialis","",1
86,"Saxifraga bronchialis","","Saxifragaceae","Saxifraga","bronchialis","",1
87,"Saxifraga bronchialis","","Saxifragaceae","Saxifraga","bronchialis","",1
98,"Saxifraga bronchialis","","Saxifragaceae","Saxifraga","bronchialis","",1
43,"Colobanthus buchananii","","Caryophyllaceae","Colobanthus","buchannii","",1
42,"Colobanthus buchannii","","Caryophyllaceae","Colobanthus","buchannii","",1
16,"Juncus bufonius","","Juncaceae","Juncus","bufonius","",1
84,"Capsella Bursa-pastoris (L.) Medic","","Brassicaceae","Capsella","bursa-pastoris","",1
13,"Senecio bustillosianus","","Asteraceae","Senecio","bustillosianus","",1
14,"Senecio bustillosianus","","Asteraceae","Senecio","bustillosianus","",1
57,"Senecio bustillosianus","","Asteraceae","Senecio","bustillosianus","",1
61,"Senecio bustillosianus","","Asteraceae","Senecio","bustillosianus","",1
23,"Berberis buxifolia","","Berberidaceae","Berberis","buxifolia","",1
25,"Berberis buxifolia","","Berberidaceae","Berberis","buxifolia","",1
17,"Carex caduca var ortegae","","Cyperaceae","Carex","caduca","ortegae",1
18,"Carex caduca var ortegae","","Cyperaceae","Carex","caduca","ortegae",1
19,"Carex caduca var ortegae","","Cyperaceae","Carex","caduca","ortegae",1
98,"Aquilegia caerula","","Ranunculaceae","Aquilegia","caerulea","",1
98,"Aquilegia caerulea","","Ranunculaceae","Aquilegia","caerulea","",1
82,"Phyllodoce_caerulea","","Ericaceae","Phyllodoce","caerulea","",1
52,"Sesleria caerulea","","Poaceae","Sesleria","caerulea","",1
53,"Sesleria caerulea","","Poaceae","Sesleria","caerulea","",1
54,"Sesleria caerulea","","Poaceae","Sesleria","caerulea","",1
90,"Saxifraga saesia","","Saxifragaceae","Saxifraga","caesia","",1
91,"Saxifraga caesia","","Saxifragaceae","Saxifraga","caesia","",1
56,"Armeria caespitosa","","Plumbaginaceae","Armeria","caespitosa","",1
2,"Baccharis caespitosa","","Asteraceae","Baccharis","caespitosa","",1
3,"Baccharis caespitosa","","Asteraceae","Baccharis","caespitosa","",1
4,"Baccharis caespitosa","","Asteraceae","Baccharis","caespitosa","",1
8,"Calandrinia caespitosa","","Portulacaceae","Calandrinia","caespitosa","",1
9,"Calandrinia caespitosa ","","Portulacaceae","Calandrinia","caespitosa","",1
13,"Calandrinia caespitosa","","Portulacaceae","Calandrinia","caespitosa","",1
57,"Calandrinia caespitosa","","Portulacaceae","Calandrinia","caespitosa","",1
59,"Calandrinia caespitosa","","Portulacaceae","Calandrinia","caespitosa","",1
60,"Calandrinia caespitosa","","Portulacaceae","Calandrinia","caespitosa","",1
61,"Calandrinia caespitosa","","Portulacaceae","Calandrinia","caespitosa","",1
82,"Deschampsia_caespitosa","","Poaceae","Deschampsia","caespitosa","",1
97,"Deschampsia caespitosa","","Poaceae","Deschampsia","caespitosa","",1
43,"Hectorella caespitosa","","Portulaceae","Hectorella","caespitosa","",1
41,"Ourisia caespitosa","","Plantaginaceae","Ourisia","caespitosa","",1
73,"Saponaria caespitosa","","Caryophyllaceae","Saponaria","caespitosa","",1
74,"Saponaria caespitosa","","Caryophyllaceae","Saponaria","caespitosa","",1
31,"Erigeron caespitosum","","Asteraceae","Erigeron","caespitosum","",1
36,"Erigeron caespitosum","","Asteraceae","Erigeron","caespitosum","",1
17,"Nastanthus caespitosum","","Calyceraceae","Nastanthus","caespitosum","",1
18,"Nastanthus caespitosum","","Calyceraceae","Nastanthus","caespitosum","",1
19,"Nastanthus caespitosum","","Calyceraceae","Nastanthus","caespitosum","",1
52,"Viola calcarata","","Violaceae","Viola","calcarata","",1
54,"Viola calcarata","","Violaceae","Viola","calcarata","",1
85,"Neottianthe calcicola","","Orchidaceae","Neottianthe","calcicola","",1
31,"Smelowskia calicina","","Brassicaceae","Smelowskia","calycina","",1
32,"Smelowskia calicina","","Brassicaceae","Smelowskia","calycina","",1
86,"Smelowskia calycia","","Brassicaceae","Smelowskia","calycina","",1
87,"Smelowskia calycia","","Brassicaceae","Smelowskia","calycina","",1
97,"Smelowskia calycia","","Brassicaceae","Smelowskia","calycina","",1
88,"Smelowskia calycina","","Brassicaceae","Smelowskia","calycina","",1
95,"Smelowskia calycina","","Brassicaceae","Smelowskia","calycina","",1
98,"Smelowskia calycina","","Brassicaceae","Smelowskia","calycina","",1
47,"Oxytropis campestris","","Fabaceae","Oxytropis","campestris","",1
86,"Oxytropis campestris","","Fabaceae","Oxytropis","campestris","",1
87,"Oxytropis campestris","","Fabaceae","Oxytropis","campestris","",1
88,"Oxytropis campestris","","Fabaceae","Oxytropis","campestris","",1
98,"Oxytropis campestris","","Fabaceae","Oxytropis","campestris","",1
100,"Oxytropis campestris","","Fabaceae","Oxytropis","campestris","",1
95,"Draba cana","","Brassicaceae","Draba","cana","",1
23,"Leucheria candidissima","","Asteraceae","Leucheria","candidissima","",1
24,"Leucheria candidissima","","Asteraceae","Leucheria","candidissima","",1
25,"Leucheria candidissima","","Asteraceae","Leucheria","candidissima","",1
26,"Leucheria candidissima","","Asteraceae","Leucheria","candidissima","",1
56,"Sedum candollei","","Crassulaceae","Sedum","candollei","",1
2,"Senecio canescens","","Asteraceae","Senecio","canescens","",1
3,"Senecio canescens","","Asteraceae","Senecio","canescens","",1
4,"Senecio canescens","","Asteraceae","Senecio","canescens","",1
37,"Castilleja miniata","","Scrophulariaceae","Castilleja","miniata","",1
37,"Cirsium etonii","","Asteraceae","Cirsium","etonii","",1
37,"Draba cana","","Brassicaceae","Draba","cana","",1
37,"Erigeron simplex","","Asteraceae","Erigeron","simplex","",1
37,"Erigeron tomentosa","","Asteraceae","Erigeron","tomentosa","",1
37,"Festuca arizonica","","Poaceae","Festuca","arizonica","",1
37,"Ivesia gordoni","","Rosaceae","Ivesia","gordoni","",1
37,"Minuartia macrantha","","Caryophyllaceae","Minuartia","macrantha","",1
37,"Poa alpina","","Poaceae","Poa","alpina","",1
101,"Draba (yellow)","","Brassicaceae","Draba","","",1
37,"Potentilla gracilis","","Rosaceae","Potentilla","gracilis","",1
37,"Sedum debile","","Crassulaceae","Sedum","debile","",1
37,"Senecio amplectum","","Asteraceae","Senecio","amplectum","",1
37,"Silene acaulis","","Caryophyllaceae","Silene","acaulis","",1
37,"Smelowskia calycina","","Brassicaceae","Smelowskia","calycina","",1
37,"Solidago multiradiata","","Asteraceae","Solidago","multiradiata","",1
86,"Erigeron canus","","Asteraceae","Erigeron","canus","",1
87,"Erigeron canus","","Asteraceae","Erigeron","canus","",1
31,"Senecio canus","","Asteraceae","Senecio","canus","",1
34,"Senecio canus","","Asteraceae","Senecio","canus","",1
36,"Senecio canus","","Asteraceae","Senecio","canus","",1
65,"Senecio canus","","Asteraceae","Senecio","canus","",1
88,"Senecio  spp.","","Asteraceae","Senecio","canus","",1
97,"Senecio canus","","Asteraceae","Senecio","canus","",1
98,"Senecio canus","","Asteraceae","Senecio","canus","",1
36,"Arenaria capillaris","","Caryophyllaceae","Arenaria","capillaris","",1
47,"Carex capillaris","","Cyperaceae","Carex","capillaris","",1
52,"Carex capillaris","","Cyperaceae","Carex","capillaris","",1
53,"Carex capillaris","","Cyperaceae","Carex","capillaris","",1
54,"Carex capillaris","","Cyperaceae","Carex","capillaris","",1
100,"Carex capillaris","","Cyperaceae","Carex","capillaris","",1
43,"Anisotome capillifolia","","Apiaceae","Anisotome","capillifolia","",1
46,"Astragalus capito","","Fabaceae","Astragalus","capito","",1
88,"Bromus carinatus","","Poaceae","Bromus","carinatus","",1
52,"Antennaria carpatica","","Asteraceae","Antennaria","carpatica","",1
54,"Antennaria carpatica","","Asteraceae","Antennaria","carpatica","",1
47,"Oxytropis carpatica","","Fabaceae","Oxytropis","carpatica","",1
100,"Oxytropis carpatica","","Fabaceae","Oxytropis","carpatica","",1
11,"Perezia carthamoides","","Asteraceae","Perezia","carthamoides","",1
13,"Perezia carthamoides","","Asteraceae","Perezia","carthamoides","",1
14,"Perezia carthamoides","","Asteraceae","Perezia","carthamoides","",1
57,"Perezia carthamoides","","Asteraceae","Perezia","carthamoides","",1
58,"Perezia carthamoides","","Asteraceae","Perezia","carthamoides","",1
61,"Perezia carthamoides","","Asteraceae","Perezia","carthamoides","",1
67,"Salix cascadensis (Salix 2)","","Salicaceae","Salix","cascadensis","",1
68,"Salix cascadensis (Salix 2)","","Salicaceae","Salix","cascadensis","",1
69,"Salix cascadensis (Salix 2)","","Salicaceae","Salix","cascadensis","",1
99,"Salix cascadensis (Salix 2)","","Salicaceae","Salix","cascadensis","",1
56,"Agrostis castellana","","Poaceae","Agrostis","castellana","",1
13,"Bromus catharticus","","Poaceae","Bromus","catharticus","",1
57,"Bromus catharticus","","Poaceae","Bromus","catharticus","",1
61,"Bromus catharticus","","Poaceae","Bromus","catharticus","",1
57,"Jaborosa caulescens","","Solanaceae","Jaborosa","caulescens","",1
61,"Jaborosa caulescens","","Solanaceae","Jaborosa","caulescens","",1
65,"Cryptantha celosiodes","","Boraginaceae","Cryptantha","celosiodes","",1
34,"Chryptantha celosioides","","Boraginaceae","Chryptantha","celosioides","",1
88,"Cryptantha celosioides","","Boraginaceae","Cryptantha","celosioides","",1
90,"Pinus cembra","","Pinaceae","Pinus","cembra","",1
89,"Saxifraga cernua","","Saxifragaceae","Saxifraga","cernua","",1
47,"Androsace chamaejasme","","Primulaceae","Androsace","chamaejasme","",1
53,"Androsace chamaejasme","","Primulaceae","Androsace","chamaejasme","",1
54,"Androsace chamaejasme","","Primulaceae","Androsace","chamaejasme","",1
86,"Androsace chamaejasme","","Primulaceae","Androsace","chamaejasme","",1
87,"Androsace chamaejasme","","Primulaceae","Androsace","chamaejasme","",1
97,"Androsace chamaejasme","","Primulaceae","Androsace","chamaejasme","",1
100,"Androsace chamaejasme","","Primulaceae","Androsace","chamaejasme","",1
13,"Quinchamalium chilense","","Santalaceae","Quinchamalium","chilense","",1
14,"Quinchamalium chilense","","Santalaceae","Quinchamalium","chilense","",1
57,"Quinchamalium chilense","","Santalaceae","Quinchamalium","chilense","",1
61,"Quinchamalium chilense","","Santalaceae","Quinchamalium","chilense","",1
14,"Cuscuta chilensis","","Convolvulaceae","Cuscuta","chilensis","",1
13,"Ephedra chilensis","","Ephedraceae","Ephedra","chilensis","",1
17,"Luzula chilensis","","Juncaceae","Luzula","chilensis","",1
18,"Luzula chilensis","","Juncaceae","Luzula","chilensis","",1
19,"Luzula chilensis","","Juncaceae","Luzula","chilensis","",1
8,"Jarava chrysophylla","","Poaceae","Jarava","chrysophylla","",1
9,"Jarava chrysophylla","","Poaceae","Jarava","chrysophylla","",1
59,"Jarava chrysophylla","","Poaceae","Jarava","chrysophylla","",1
60,"Jarava chrysophylla","","Poaceae","Jarava","chrysophylla","",1
47,"Arenaria ciliata","","Caryophyllaceae","Arenaria","ciliata","",1
52,"Arenaria ciliata","","Caryophyllaceae","Arenaria","ciliata","",1
54,"Arenaria ciliata","","Caryophyllaceae","Arenaria","ciliata","",1
100,"Arenaria ciliata","","Caryophyllaceae","Arenaria","ciliata","",1
43,"Chianohebe ciliata","","Scrophulariaceae","Chianohebe","ciliata","",1
56,"Silene ciliata","","Caryophyllaceae","Silene","ciliata","",1
85,"Swertia ciliata","","Gentianaceae","Swertia","ciliata","",1
85,"Veronica ciliata","","Scrophulariaceae","Veronica","ciliata","",1
16,"Hypochaeris clarionoides","","Asteraceae","Hypochaeris","clarionoides","",1
79,"Festuca clementei","","Poaceae","Festuca","clementei","",1
80,"Festuca clementei","","Poaceae","Festuca","clementei","",1
81,"Festuca clementei","","Poaceae","Festuca","clementei","",1
46,"Ziziphora clinopodioides subsp. rigida","","Lamiaceae","Ziziphora","clinopodioides","rigida",1
47,"Doronicum clusii","","Asteraceae","Doronicum","clusii","",1
100,"Doronicum clusii","","Asteraceae","Doronicum","clusii","",1
47,"Campanula cochleariifolia","","Campanulaceae","Campanula","cochleariifolia","",1
53,"Campanula cochleariifolia","","Campanulaceae","Campanula","cochleariifolia","",1
54,"Campanula cochleariifolia","","Campanulaceae","Campanula","cochleariifolia","",1
100,"Campanula cochleariifolia","","Campanulaceae","Campanula","cochleariifolia","",1
23,"Azorella coespitosa","","Apiaceae","Azorella","coespitosa","",1
24,"Azorella coespitosa","","Apiaceae","Azorella","coespitosa","",1
25,"Azorella coespitosa","","Apiaceae","Azorella","coespitosa","",1
26,"Azorella coespitosa","","Apiaceae","Azorella","coespitosa","",1
41,"Poa colensoi","","Poaceae","Poa","colensoi","",1
42,"Poa colensoi","","Poaceae","Poa","colensoi","",1
43,"Poa colensis","","Poaceae","Poa","colensoi","",1
13,"Euphorbia collina","","Euphorbiaceae","Euphorbia","collina","",1
15,"Euphorbia collina","","Euphorbiaceae","Euphorbia","collina","",1
97,"Phleum commutatum","","Poaceae","Phleum","commutatum","",1
34,"Bromus commutatus","","Poaceae","Bromus","commutatus","",1
36,"Bromus commutatus","","Poaceae","Bromus","commutatus","",1
8,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
9,"Hordeum comosum ","","Poaceae","Hordeum","comosum","",1
11,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
12,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
13,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
14,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
17,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
18,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
19,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
57,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
58,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
59,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
60,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
61,"Hordeum comosum","","Poaceae","Hordeum","comosum","",1
11,"Oxalis compacta","","Oxalidaceae","Oxalis","compacta","",1
12,"Oxalis compacta","","Oxalidaceae","Oxalis","compacta","",1
14,"Oxalis compacta","","Oxalidaceae","Oxalis","compacta","",1
57,"Oxalis compacta","","Oxalidaceae","Oxalis","compacta","",1
58,"Oxalis compacta","","Oxalidaceae","Oxalis","compacta","",1
61,"Oxalis compacta","","Oxalidaceae","Oxalis","compacta","",1
33,"Erigeron compositus","","Asteraceae","Erigeron","compositus","",1
34,"Erigeron compositus","","Asteraceae","Erigeron","compositus","",1
36,"Erigeron compositus","","Asteraceae","Erigeron","compositus","",1
65,"Erigeron compositus","","Asteraceae","Erigeron","compositus","",1
86,"Erigeron compositus","","Asteraceae","Erigeron","compositus","",1
87,"Erigeron compositus","","Asteraceae","Erigeron","compositus","",1
32,"Potentilla concinna","","Rosaceae","Potentilla","concinna","",1
33,"Arenaria congesta","","Caryophyllaceae","Arenaria","congesta","",1
95,"Arenaria congesta","","Caryophyllaceae","Arenaria","congesta","",1
43,"Aciphyllum congestum","","Apiaceae","Aciphyllum","congestum","",1
85,"Anaphalis contorta","","Asteraceae","Anaphalis","contorta","",1
8,"Montiopsis copiapina","","Portulacaceae","Montiopsis","copiapina","",1
9,"Montiopsis copiapina","","Portulacaceae","Montiopsis","copiapina","",1
59,"Montiopsis copiapina","","Portulacaceae","Montiopsis","copiapina","",1
60,"Montiopsis copiapina","","Portulacaceae","Montiopsis","copiapina","",1
11,"Pozoa coriacea","","Apiaceae","Pozoa","coriacea","",1
12,"Pozoa coriacea","","Apiaceae","Pozoa","coriacea","",1
14,"Pozoa coriacea","","Apiaceae","Pozoa","coriacea","",1
57,"Pozoa coriacea","","Apiaceae","Pozoa","coriacea","",1
58,"Pozoa coriacea","","Apiaceae","Pozoa","coriacea","",1
61,"Pozoa coriacea","","Apiaceae","Pozoa","coriacea","",1
78,"Lotus corniculatus ssp. glacialis","","Fabaceae","Lotus","corniculatus","glacialis",1
79,"Lotus corniculatus ssp. glacialis","","Fabaceae","Lotus","corniculatus","glacialis",1
81,"Lotus corniculatus ssp. glacialis","","Fabaceae","Lotus","corniculatus","glacialis",1
41,"Gentiana corymbifera","","Gentianaceae","Gentiana","corymbifera","",1
15,"Viola cotyledon","","Violaceae","Viola","cotyledon","",1
17,"Viola cotyledon","","Violaceae","Viola","cotyledon","",1
18,"Viola cotyledon","","Violaceae","Viola","cotyledon","",1
19,"Viola cotyledon","","Violaceae","Viola","cotyledon","",1
89,"Potentilla crantzii","","Rosaceae","Potentilla","crantzii","",1
2,"Huperzia crassa","Lycopodiophyta","Lycopodiaceae","Huperzia","crassa","",1
3,"Huperzia crassa","Lycopodiophyta","Lycopodiaceae","Huperzia","crassa","",1
4,"Huperzia crassa","Lycopodiophyta","Lycopodiaceae","Huperzia","crassa","",1
31,"Koeleria crassipes","","Poaceae","Koeleria","crassipes","",1
78,"Viola crassiuscula","","Violaceae","Viola","crassiuscula","",1
43,"Luzula crinita","","Juncaceae","Luzula","crinita","",1
56,"Jasione crispa","","Campanulaceae","Jasione","crispa","",1
34,"Koeleria cristata","","Poaceae","Koeleria","cristata","",1
43,"Kelleria croizatii","","Poaceae","Koeleria","croizatii","",1
69,"Cetraria cuculata (Leafy lichen)","Lichen","","Cetraria","cuculata","",1
67,"Cetraria cuculata","Lichen","","Cetraria","cuculata ","",1
68,"Cetraria cuculata","Lichen","","Cetraria","cuculata ","",1
99,"Cetraria cuculata","Lichen","","Cetraria","cuculata ","",1
23,"Ribes cucullatum","","Saxifragaceae","Ribes","cucullatum","",1
25,"Ribes cucullatum","","Saxifragaceae","Ribes","cucullatum","",1
8,"Nassauvia cumingii","","Asteraceae","Nassauvia","cumingii","",1
9,"Nassauvia cumingii","","Asteraceae","Nassauvia","cumingii","",1
59,"Nassauvia cumingii","","Asteraceae","Nassauvia","cumingii","",1
60,"Nassauvia cumingii","","Asteraceae","Nassauvia","cumingii","",1
82,"Primula_cuneifolia","","Primulaceae","Primula","cuneifolia","",1
41,"Viola cunninghamii","","Violaceae","Viola","cunninghamii","",1
56,"Festuca curvifolia","","Poaceae","Festuca","curvifolia","",1
5,"Calamagrostis curvula","","Poaceae","Calamagrostis","curvula","",1
52,"Carex curvula","","Cyperaceae","Carex","curvula","",1
90,"Carex curvula","","Cyperaceae","Carex","curvula","",1
91,"Carex curvula","","Cyperaceae","Carex","curvula","",1
92,"Carex curvula","","Cyperaceae","Carex","curvula","",1
33,"Heuchera cylindrica","","Saxifragaceae","Heuchera","cylindrica","",1
85,"Epilobium cylindricum","","Onagraceae","Epilobium","cylindricum","",1
91,"Festuca dark","","Poaceae","Festuca","","",1
95,"Sedum debile","","Crassulaceae","Sedum","debile","",1
54,"Alchemilla decumbens","","Rosaceae","Alchemilla","decumbens","",1
46,"Galium decumbens","","Rubiaceae","Galium","decumbens","",1
98,"Gnaphalium decurrens","","Asteraceae","Gnaphalium","decurrens","",1
70,"Aconitum delphinifolium","","Ranunculaceae","Aconitum","delphinifolium ","",1
71,"Aconitum delphinifolium","","Ranunculaceae","Aconitum","delphinifolium ","",1
72,"Aconitum delphinifolium","","Ranunculaceae","Aconitum","delphinifolium ","",1
78,"Ranunculus demissus","","Ranunculaceae","Ranunculus","demissus","",1
31,"Selaginella densa","","Selaginaceae","Selaginella","densa","",1
32,"Selaginella densa","","Selaginaceae","Selaginella","densa","",1
36,"Selaginella densa","","Selaginaceae","Selaginella","densa","",1
67,"Selaginella densa","","Selaginaceae","Selaginella","densa ","",1
85,"Cortia depressa","","Apiaceae","Cortia","depressa","",1
41,"Gaultheria depressa","","Ericaceae","Gaultheria","depressa","",1
85,"Gentiana depressa","","Gentianaceae","Gentiana","depressa","",1
46,"Trachydium depressum","","Apiaceae","Trachydium","depressum","",1
43,"Kelleria dieffenbachii","","Poaceae","Koeleria","dieffenbachii","",1
88,"Phlox diffusa","","Polemoniaceae","Phlox","diffusa","",1
97,"Oxyria dignya","","Polygonaceae","Oxyria","dignya","",1
65,"Oxyria digyna","","Polygonaceae","Oxyria","digyna","",1
88,"Oxyria digyna","","Polygonaceae","Oxyria","digyna","",1
89,"Oxyria digyna","","Polygonaceae","Oxyria","digyna","",1
98,"Oxyria digyna","","Polygonaceae","Oxyria","digyna","",1
24,"Acaena diminuta","","Rosaceae","Acaena","diminuta","",1
26,"Acaena diminuta","","Rosaceae","Acaena","diminuta","",1
36,"Antennaria dimorpha","","Asteraceae","Antennaria","dimorpha","",1
16,"Haplopappus diplopappus","","Asteraceae","Haplopappus","diplopappus","",1
95,"Arnica diversifolia","","Asteraceae","Arnica","diversifolia","",1
31,"Potentilla diversifolia","","Rosaceae","Potentilla","diversifolia","",1
32,"Potentilla diversifolia","","Rosaceae","Potentilla","diversifolia","",1
33,"Potentilla diversifolia","","Rosaceae","Potentilla","diversifolia","",1
65,"Potentilla diversifolia","","Rosaceae","Potentilla","diversifolia","",1
88,"Potentilla diversifolia","","Rosaceae","Potentilla","diversifolia","",1
98,"Potentila diversifolia","","Rosaceae","Potentilla","diversifolia","",1
43,"Gentiana divisa","","Gentianaceae","Gentiana","divisa","",1
85,"Geranium donianum","","Geraniaceae","Geranium","donianum","",1
65,"Silene douglasii","","Caryophyllaceae","Silene","douglasii","",1
65,"Anenome drummondii","","Ranunculaceae","Anenome","drummondii","",1
88,"Anenome drummondii","","Ranunculaceae","Anenome","drummondii","",1
16,"Trifolium dubium","","Fabaceae","Trifolium","dubium","",1
8,"Adesmia echinus","","Fabaceae","Adesmia","echinus","",1
9,"Adesmia echinus","","Fabaceae","Adesmia","echinus","",1
59,"Adesmia echinus","","Fabaceae","Adesmia","echinus","",1
60,"Adesmia echinus","","Fabaceae","Adesmia","echinus","",1
2,"Erigeron ecuadoriensis","","Asteraceae","Erigeron","ecuadoriensis","",1
3,"Erigeron ecuadoriensis","","Asteraceae","Erigeron","ecuadoriensis","",1
4,"Erigeron ecuadoriensis","","Asteraceae","Erigeron","ecuadoriensis","",1
3,"Geranium ecuadoriensis","","Geraniaceae","Geranium","ecuadoriensis","",1
13,"Berberis empetrifolia","","Berberidaceae","Berberis","empetrifolia","",1
16,"Berberis empetrifolia","","Berberidaceae","Berberis","empetrifolia","",1
17,"Berberis empetrifolia","","Berberidaceae","Berberis","empetrifolia","",1
18,"Berberis empetrifolia","","Berberidaceae","Berberis","empetrifolia","",1
19,"Berberis empetrifolia","","Berberidaceae","Berberis","empetrifolia","",1
23,"Berberis empetrifolia","","Berberidaceae","Berberis","empetrifolia","",1
25,"Berberis empetrifolia","","Berberidaceae","Berberis","empetrifolia","",1
23,"Oxalis enneaphylla","","Oxalidaceae","Oxalis","enneaphylla","",1
24,"Oxalis enneaphylla","","Oxalidaceae","Oxalis","enneaphylla","",1
25,"Oxalis enneaphylla","","Oxalidaceae","Oxalis","enneaphylla","",1
26,"Oxalis enneaphylla","","Oxalidaceae","Oxalis","enneaphylla","",1
37,"Thalictrum fendleri","","Ranunculaceae","Thalictrum","fendleri","",1
37,"Thlaspi montanum","","Brassicaceae","Thlaspi","montanum","",1
37,"Trisetum spicatum","","Poaceae","Trisetum","spicatum","",1
101,"Festuca","","Poaceae","Festuca","","",1
101,"Koeleria macrantha","","Poaceae","Koeleria","macrantha","",1
101,"Penstemon heterodoxus","","Scrophulariaceae","Penstemon","heterodoxus","",1
101,"Plantago","","Plantaginaceae","Plantago","","",1
101,"Aster","","Asteraceae","Aster","","",1
101,"Phlox","","Polemoniaceae","Phlox","","",1
37,"UNKleaf","","S37_UNKNOWN1","S37_UNKNOWN1","S37_UNKNOWN1","",1
101,"Trifolium andersonii","","Fabaceae","Trifolium","andersonii","",1
47,"Artemisia eriantha","","Asteraceae","Artemisia","eriantha","",1
100,"Artemisia eriantha","","Asteraceae","Artemisia","eriantha","",1
52,"Carex ericetorum","","Cyperaceae","Carex","ericetorum","",1
83,"Erigeron eriocalyx (Ledb.) Vierth.","","Asteraceae","Erigeron","eriocalyx","",1
65,"Plantago eriopoda","","Plantaginaceae","Plantago","eriopoda","",1
85,"Elsholtzia eriostachya","","Lamiaceae","Elsholtzia","eriostachya","",1
49,"Soroseris erysimoides (Hand-Mazz) Shih","","Asteraceae","Soroseris","erysimoides","",1
83,"Soroseris erysimoides (Hand-Mazz) Shih","","Asteraceae","Soroseris","erysimoides","",1
34,"Euphorbia esula","","Euphorbiaceae","Euphorbia","esula","",1
95,"Cirsium etonii","","Asteraceae","Cirsium","etonii","",1
11,"Chaetanthera euphrasioides","","Asteraceae","Chaetanthera","euphrasioides","",1
12,"Chaetanthera euphrasioides","","Asteraceae","Chaetanthera","euphrasioides","",1
13,"Chaetanthera euphrasioides","","Asteraceae","Chaetanthera","euphrasioides","",1
14,"Chaetanthera euphrasioides","","Asteraceae","Chaetanthera","euphrasioides","",1
57,"Chaetanthera euphrasioides","","Asteraceae","Chaetanthera","euphrasioides","",1
61,"Chaetanthera euphrasioides","","Asteraceae","Chaetanthera","euphrasioides","",1
54,"Saxifraga exarata","","Saxifragaceae","Saxifraga","exarata","",1
85,"Gentianella falcata","","Gentianaceae","Gentianella","falcata","",1
85,"Rhodiola fastigiata","","Crassulaceae","Rhodiola","fastigiata","",1
85,"Avena fatua","","Poaceae","Avena","fatua","",1
95,"Thalictrum fendleri","","Ranunculaceae","Thalictrum","fendleri","",1
47,"Carex firma","","Cyperaceae","Carex","firma","",1
54,"Carex firma","","Cyperaceae","Carex","firma","",1
91,"Carex firma","","Cyperaceae","Carex","firma","",1
92,"Carex firma","","Cyperaceae","Carex","firma","",1
94,"Carex firma","","Cyperaceae","Carex","firma","",1
100,"Carex firma","","Cyperaceae","Carex","firma","",1
82,"Agrostis_flaccida","","Poaceae","Agrostis","flaccida","",1
