Dataset code,Original recorded  name,Higher taxon,Family,Genus,Species,Subspecies etc,Checked?
58,"Barneoudia major","","Ranunculaceae","Barneoudia","major","",1
61,"Barneoudia major","","Ranunculaceae","Barneoudia","major","",1
34,"Plantago major var pachyphylla","","Plantaginaceae","Plantago","major","pachyphylla",1
85,"Paraceterach marantae","Pteridophyta","Adiantaceae","Paraceterach","marantae","",1
17,"Armeria maritima","","Plumbaginaceae","Armeria","maritima","",1
18,"Armeria maritima","","Plumbaginaceae","Armeria","maritima","",1
19,"Armeria maritima","","Plumbaginaceae","Armeria","maritima","",1
82,"Potentilla_matsumurae","","Rosaceae","Potentilla","matsumurae","",1
53,"Galium megalospermum","","Rubiaceae","Galium","megalospermum","",1
54,"Galium megalospermum","","Rubiaceae","Galium","megalospermum","",1
65,"Claytonia megarhiza","","Portulaceae","Claytonia","megarhiza","",1
97,"Claytonia megarhiza","","Portulaceae","Claytonia","megarhiza","",1
86,"Claytonia megarhriza","","Portulaceae","Claytonia","megarhiza","",1
87,"Claytonia megarhriza","","Portulaceae","Claytonia","megarhiza","",1
98,"Claytonia megarhriza","","Portulaceae","Claytonia","megarhiza","",1
46,"Scorzonera meyeri","","Asteraceae","Scorzonera","meyeri","",1
65,"Artemisia michauxiana","","Asteraceae","Artemisia","michauxiana","",1
88,"Artemisia michauxiana","","Asteraceae","Artemisia","michauxiana","",1
8,"Gayophytum micranthum","","Onagraceae","Gayophytum","micranthum","",1
9,"Gayophytum micranthum","","Onagraceae","Gayophytum","micranthum","",1
59,"Gayophytum micranthum","","Onagraceae","Gayophytum","micranthum","",1
60,"Gayophytum micranthum","","Onagraceae","Gayophytum","micranthum","",1
1,"Pentacalia microdon","","Asteraceae","Pentacalia","microdon","",1
85,"Potentilla microphylla","","Rosaceae","Potentilla","microphylla","",1
85,"Cyananthus microphyllus","","Asteraceae","Cyananthus","microphyllus","",1
2,"Lupinus microphyllus","","Fabaceae","Lupinus","microphyllus","",1
3,"Lupinus microphyllus","","Fabaceae","Lupinus","microphyllus","",1
4,"Lupinus microphyllus","","Fabaceae","Lupinus","microphyllus","",1
33,"Achillea millefolium","","Asteraceae","Achillea","millefolium","",1
34,"Achillea millefolium","","Asteraceae","Achillea","millefolium","",1
36,"Achillea millefolium","","Asteraceae","Achillea","millefolium","",1
65,"Achillea millefolium alpicola","","Asteraceae","Achillea","millefolium","alpicola",1
88,"Achillea millefolium var. alpina","","Asteraceae","Achillea","millefolium","alpina",1
98,"Achillea millefolium alpicola","","Asteraceae","Achillea","millefolium","alpicola",1
17,"Leucheria millefolium","","Asteraceae","Leucheria","millefolium","",1
18,"Leucheria millefolium","","Asteraceae","Leucheria","millefolium","",1
19,"Leucheria millefolium","","Asteraceae","Leucheria","millefolium","",1
95,"Castilleja miniata","","Scrophulariaceae","Castilleja","miniata","",1
52,"Euphrasia minima","","Oroeanchaceae","Euphrasia","minima","",1
53,"Euphrasia minima","","Oroeanchaceae","Euphrasia","minima","",1
54,"Euphrasia minima","","Oroeanchaceae","Euphrasia","minima","",1
46,"Polygonum molliaeforme","","Polygonaceae","Polygonum","molliaeforme","",1
17,"Azorella monantha","","Apiaceae","Azorella","monantha","",1
18,"Azorella monantha","","Apiaceae","Azorella","monantha","",1
19,"Azorella monantha","","Apiaceae","Azorella","monantha","",1
83,"Taraxacum mongolicum Hand.-Mazz.","","Asteraceae","Taraxacum","mongolicum","",1
5,"Moschopsis monocephala","","Calyceraceae","Moschopsis","monocephala","",1
41,"Aciphylla monroi","","Apiaceae","Aciphylla","monroi","",1
8,"Viola montagnei","","Violaceae","Viola","montagnei","",1
9,"Viola montagnei","","Violaceae","Viola","montagnei","",1
59,"Viola montagnei","","Violaceae","Viola","montagnei","",1
60,"Viola montagnei","","Violaceae","Viola","montagnei","",1
31,"Douglasia montana","","Primulaceae","Douglasia","montana","",1
32,"Douglasia montana","","Primulaceae","Douglasia","montana","",1
33,"Douglasia montana","","Primulaceae","Douglasia","montana","",1
34,"Douglasia montana","","Primulaceae","Douglasia","montana","",1
95,"Thlaspi montanum","","Brassicaceae","Thlaspi","montanum","",1
54,"Ranunculus montanus","","Ranunculaceae","Ranunculus","montanus","",1
85,"Saxifraga moorcroftiana","","Saxifragaceae","Saxifraga","moorcroftiana","",1
63,"Potentilla morefieldii","","Rosaceae","Potentilla","morefieldii","",1
23,"Pernettya mucronata","","Ericaceae","Pernettya","mucronata","",1
24,"Pernettya mucronata","","Ericaceae","Pernettya","mucronata","",1
25,"Pernettya mucronata","","Ericaceae","Pernettya","mucronata","",1
26,"Pernettya mucronata","","Ericaceae","Pernettya","mucronata","",1
42,"Agrostis mulleria","","Poaceae","Agrostis","muelleriana","",1
43,"Agrostis mulleriana","","Poaceae","Agrostis","muelleriana","",1
17,"Anemone multifida","","Ranunculaceae","Anemone","multifida","",1
18,"Anemone multifida","","Ranunculaceae","Anemone","multifida","",1
19,"Anemone multifida","","Ranunculaceae","Anemone","multifida","",1
85,"Potentilla multifida","","Rosaceae","Potentilla","multifida","",1
89,"Luzula multiflora","","Juncaceae","Luzula","multiflora","",1
3,"Geranium multipartitum","","Geraniaceae","Geranium","multipartitum","",1
86,"Solidago multiradiata","","Asteraceae","Solidago","multiradiata","",1
87,"Solidago multiradiata","","Asteraceae","Solidago","multiradiata","",1
95,"Solidago multiradiata","","Asteraceae","Solidago","multiradiata","",1
43,"Dracophyllum muscoides","","Ericaceae","Dracophyllum","muscoides","",1
3,"Ourisia muscoides","","Plantaginaceae","Ourisia","muscoides","",1
47,"Ligusticum mutellinoides","","Apiaceae","Ligusticum","mutellinoides","",1
52,"Ligusticum mutellinoides","","Apiaceae","Ligusticum","mutellinoides","",1
100,"Ligusticum mutellinoides","","Apiaceae","Ligusticum","mutellinoides","",1
16,"Plagiobothrys myosotoides","","Boraginaceae","Plagiobothrys","myosotoides","",1
53,"Elyna myosuroides","","Cyperaceae","Elyna","myosuroides","",1
54,"Elyna myosuroides","","Cyperaceae","Elyna","myosuroides","",1
56,"Hieracium myriadenum","","Asteraceae","Hieracium","myriadenum","",1
82,"Arcterica_nana","","Ericaceae","Arcterica","nana","",1
17,"Discaria nana","","Rhamnaceae","Discaria","nana","",1
18,"Discaria nana","","Rhamnaceae","Discaria","nana","",1
19,"Discaria nana","","Rhamnaceae","Discaria","nana","",1
31,"Eritrichium nanum","","Boraginaceae","Eritrichium","nanum","",1
32,"Eritrichium nanum","","Boraginaceae","Eritrichium","nanum","",1
33,"Eritrichium nanum","","Boraginaceae","Eritrichium","nanum","",1
85,"Eritrichium nanum","","Boraginaceae","Eritrichium","nanum","",1
92,"Eretrichium","","Boraginaceae","Eritrichium","nanum","",1
49,"Leontopodium nanum(Hook.f.etThoms.)Hand.Mazz.","","Asteraceae","Leontopodium","nanum","",1
83,"Leontopodium nanum(Hook.f.etThoms.)Hand.Mazz.","","Asteraceae","Leontopodium","nanum","",1
84,"Leontopodium nanum(Hook.f.etThoms.)Hand.Mazz.","","Asteraceae","Leontopodium","nanum","",1
31,"Trifolium nanum","","Fabaceae","Trifolium","nanum","",1
32,"Trifolium nanum","","Fabaceae","Trifolium","nanum","",1
82,"Anemone_narcisssiflora","","Ranunculaceae","Anemone","narcisssiflora","",1
76,"Carex nardina","","Cyperaceae","Carex","nardina","",1
67,"Saxifraga nelsoniana (Lobe leaf)","","Saxifragaceae","Saxifraga","nelsoniana","",1
68,"Saxifraga nelsoniana (Lobe leaf)","","Saxifragaceae","Saxifraga","nelsoniana","",1
99,"Saxifraga nelsoniana (Lobe leaf)","","Saxifragaceae","Saxifraga","nelsoniana","",1
85,"Morane nepalensis","","Dipsacaceae","Morina","nepalensis","",1
77,"Alyssum nevadense","","Asteraceae","Alyssum","nevadense","",1
78,"Alyssum nevadense","","Asteraceae","Alyssum","nevadense","",1
77,"Agrostis nevadensis","","Poaceae","Agrostis","nevadensis","",1
77,"Euphorbia nevadensis ssp. nevadensis","","Euphorbiaceae","Euphorbia","nevadensis","nevadensis",1
79,"Euphorbia nevadensis ssp. nevadensis","","Euphorbiaceae","Euphorbia","nevadensis","nevadensis",1
81,"Euphorbia nevadensis ssp. nevadensis","","Euphorbiaceae","Euphorbia","nevadensis","nevadensis",1
82,"Empetrum_nigrum","","Ericaceae","Empetrum","nigrum","",1
16,"Epilobium nivale","","Onagraceae","Epilobium","nivale","",1
17,"Tristagma nivale","","Liliaceae","Tristagma","nivale","",1
18,"Tristagma nivale","","Liliaceae","Tristagma","nivale","",1
19,"Tristagma nivale","","Liliaceae","Tristagma","nivale","",1
52,"lichen (Cetraria nivalis)","Lichen","","Cetraria","nivalis","",1
52,"Gentiana nivalis","","Gentianaceae","Gentiana","nivalis","",1
89,"Ranunculus nivalis","","Ranunculaceae","Ranunculus","nivalis","",1
67,"Saxifraga nivalis (Dandel)","","Saxifragaceae","Saxifraga","nivalis","",1
68,"Saxifraga nivalis (Dandel)","","Saxifragaceae","Saxifraga","nivalis","",1
69,"Saxifraga nivalis (Dandel)","","Saxifragaceae","Saxifraga","nivalis","",1
99,"Saxifraga nivalis (Dandel)","","Saxifragaceae","Saxifraga","nivalis","",1
2,"Senecio nivalis","","Asteraceae","Senecio","nivalis","",1
3,"Senecio nivalis","","Asteraceae","Senecio","nivalis","",1
4,"Senecio nivalis","","Asteraceae","Senecio","nivalis","",1
85,"Grebera nivea","","Rosaceae","Gerbera","nivea","",1
86,"Potentilla nivea","","Rosaceae","Potentilla","nivea","",1
87,"Potentilla nivea","","Rosaceae","Potentilla","nivea","",1
23,"Astragalus nivicola","","Fabaceae","Astragalus","nivicola","",1
24,"Astragalus nivicola","","Fabaceae","Astragalus","nivicola","",1
25,"Astragalus nivicola","","Fabaceae","Astragalus","nivicola","",1
26,"Astragalus nivicola","","Fabaceae","Astragalus","nivicola","",1
43,"Gaultheria nubicola","","Ericaceae","Gaultheria","nubicola","",1
85,"Parnesia nubicola","","Saxifragaceae","Parnassia","nubicola","",1
2,"Castilleja nubigena","","Scrophulariaceae","Castilleja","nubigena","",1
3,"Castilleja nubigena","","Scrophulariaceae","Castilleja","nubigena","",1
62,"Cryptantha nubigena","","Boraginaceae","Cryptantha","nubigena","",1
63,"Cryptantha nubigena","","Boraginaceae","Cryptantha","nubigena","",1
3,"Plantago nubigena","","Plantaginaceae","Plantago","nubigena","",1
2,"Werneria nubigena","","Asteraceae","Werneria","nubigena","",1
3,"Werneria nubigena","","Asteraceae","Werneria","nubigena","",1
4,"Werneria nubigena","","Asteraceae","Werneria","nubigena","",1
82,"Salix_numularia","","Salicaceae","Salix","nummularia","",1
97,"Cerastrium nutans","","Brassicaceae","Cerastrium","nutans","",1
84,"Elymus nutans Griseb. ","","Poaceae","Elymus","nutans","",1
65,"Arabis nuttalii","","Brassicaceae","Arabis","nuttalii","",1
88,"Arabis nuttalii","","Brassicaceae","Arabis","nuttalii","",1
53,"Androsace obtusifolia","","Primulaceae","Androsace","obtusifolia","",1
31,"Arenaria obtusifolia","","Caryophyllaceae","Arenaria","obtusifolia","",1
32,"Arenaria obtusifolia","","Caryophyllaceae","Arenaria","obtusifolia","",1
65,"Minuartia obtusiloba","","Caryophyllaceae","Minuartia","obtusiloba","",1
88,"Minuartia obtusiloba","","Caryophyllaceae","Minuartia","obtusiloba","",1
98,"Minuartia obtusiloba","","Caryophyllaceae","Minuartia","obtusiloba","",1
98,"Stenanthium occidentale","","Liliaceae","Stenanthium","occidentale","",1
65,"Anemone occidentalia","","Ranunculaceae","Anemone","occidentalis","",1
67,"Anenome occidentalis (tiny anenome)","","Ranunculaceae","Anenome","occidentalis","",1
69,"Anenome occidentalis (Tiny anenome)","","Ranunculaceae","Anenome","occidentalis","",1
65,"Saxifraga occidentalis","","Saxifragaceae","Saxifraga","occidentalis","",1
86,"Saxifraga occidentalis","","Saxifragaceae","Saxifraga","occidentalis","",1
98,"Saxifraga occidentalis","","Saxifragaceae","Saxifraga","occidentalis","",1
70,"Dryas octapedala","","Rosaceae","Dryas","octopetala","",1
71,"Dryas octapedala","","Rosaceae","Dryas","octopetala","",1
72,"Dryas octapedala","","Rosaceae","Dryas","octopetala","",1
47,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
53,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
54,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
73,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
86,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
89,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
91,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
100,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
52,"Dyras octopetala","","Rosaceae","Dyras","octopetala","",1
68,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
69,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
99,"Dryas octopetala","","Rosaceae","Dryas","octopetala","",1
47,"Pedicularis oederi","","Orobanchaceae","Pedicularis","oederi","",1
100,"Pedicularis oederi","","Orobanchaceae","Pedicularis","oederi","",1
11,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
12,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
13,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
14,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
16,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
33,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
57,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
58,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
61,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
97,"Taraxacum officinale","","Asteraceae","Taraxacum","officinale","",1
62,"Draba oligosperma","","Brassicaceae","Draba","oligosperma","",1
63,"Draba oligosperma","","Brassicaceae","Draba","oligosperma","",1
67,"Draba oligosperma (ylw flower cushion)","","Brassicaceae","Draba","oligosperma","",1
68,"Draba oligosperma (ylw flower cushion)","","Brassicaceae","Draba","oligosperma","",1
69,"Draba oligosperma (ylw flowered cushion)","","Brassicaceae","Draba","oligosperma","",1
88,"Draba oligosperma","","Brassicaceae","Draba","oligosperma","",1
98,"Draba oligosperma","","Brassicaceae","Draba","oligosperma","",1
99,"Draba oligosperma (ylw flower cushion)","","Brassicaceae","Draba","oligosperma","",1
13,"Chuquiraga oppositifolia","","Asteraceae","Chuquiraga","oppositifolia","",1
50,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
53,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
73,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
86,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
87,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
89,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
91,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
92,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
97,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia","",1
68,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia ","",1
99,"Saxifraga oppositifolia","","Saxifragaceae","Saxifraga","oppositifolia ","",1
47,"Phyteuma orbiculare","","Campanulaceae","Phyteuma","orbiculare","",1
100,"Phyteuma orbiculare","","Campanulaceae","Phyteuma","orbiculare","",1
3,"Lachemilla orbiculata","","Rosaceae","Lachemilla","orbiculata","",1
83,"Draba oreades Schrenk var. ciliolata O. E. Schulz","","Brassicaceae","Draba","oreades","",1
8,"Trisetum oreophilum","","Poaceae","Trisetum","oreophilum","",1
9,"Trisetum oreophilum","","Poaceae","Trisetum","oreophilum","",1
59,"Trisetum oreophilum","","Poaceae","Trisetum","oreophilum","",1
60,"Trisetum oreophilum","","Poaceae","Trisetum","oreophilum","",1
85,"Gentiana ornata","","Gentianaceae","Gentiana","ornata","",1
84,"Barbarea orthoceras Ledeb.","","Brassicaceae","Barbarea","orthoceras","",1
33,"Eriogonum ovalifolium","","Polygonaceae","Eriogonum","ovalifolium","",1
34,"Eriogonum ovalifolium","","Polygonaceae","Eriogonum","ovalifolium","",1
36,"Eriogonum ovalifolium","","Polygonaceae","Eriogonum","ovalifolium","",1
3,"Lasiocephalus ovatus","","Asteraceae","Lasiocephalus","ovatus","",1
31,"Festuca ovina","","Poaceae","Festuca","ovina","",1
32,"Festuca ovina","","Poaceae","Festuca","ovina","",1
38,"Grass cap","","Poaceae","Festuca","ovina","brachyphylla",1
39,"Grass cap","","Poaceae","Festuca","ovina","brachyphylum",1
83,"Festuca ovina L.","","Poaceae","Festuca","ovina","",1
84,"Festuca ovina L.","","Poaceae","Festuca","ovina","",1
89,"Festuca ovina or vivipara","","Poaceae","Festuca","ovina","vivipara",1
47,"Delphinium oxysepalum","","Ranunculaceae","Delphinium","oxysepalum","",1
100,"Delphinium oxysepalum","","Ranunculaceae","Delphinium","oxysepalum","",1
17,"Senecio pachyphyllos","","Asteraceae","Senecio","pachyphyllos","",1
18,"Senecio pachyphyllos","","Asteraceae","Senecio","pachyphyllos","",1
19,"Senecio pachyphyllos","","Asteraceae","Senecio","pachyphyllos","",1
31,"Castilleja pallescens","","Scrophulariaceae","Castilleja","pallescens","",1
32,"Castilleja pallescens","","Scrophulariaceae","Castilleja","pallescens","",1
47,"Parnassia palustris","","Saxifragaceae","Parnassia","palustris","",1
100,"Parnassia palustris","","Saxifragaceae","Parnassia","palustris","",1
47,"Saxifraga paniculata","","Saxifragaceae","Saxifraga","paniculata","",1
100,"Saxifraga paniculata","","Saxifragaceae","Saxifraga","paniculata","",1
53,"Ranunculus parnassifolius","","Ranunculaceae","Ranunculus","parnassifolius","",1
54,"Ranunculus parnassifolius","","Ranunculaceae","Ranunculus","parnassifolius","",1
98,"Carex parryana","","Cyperaceae","Carex","parryana","",1
65,"Pedicularis parryi","","Orobanchaceae","Pedicularis","parryi","",1
88,"Trifolium parryi","","Fabaceae","Trifolium","parryi","",1
23,"Adesmia parviflora","","Fabaceae","Adesmia","parviflora","",1
24,"Adesmia parviflora","","Fabaceae","Adesmia","parviflora","",1
25,"Adesmia parviflora","","Fabaceae","Adesmia","parviflora","",1
26,"Adesmia parviflora","","Fabaceae","Adesmia","parviflora","",1
98,"Anenome parviflora","","Ranunculaceae","Anenome","parviflora","",1
52,"Carex parviflora","","Cyperaceae","Carex","parviflora","",1
46,"Catabrosella parviflora ","","Poaceae","Catabrosella","parviflora","",1
98,"Heuchera parviflora","","Saxifragaceae","Heuchera","parviflora","",1
88,"Heuchera parvifolia","","Saxifragaceae","Heuchera","parvifolia","",1
23,"Arjona patagonica","","Santalaceae","Arjona","patagonica","",1
25,"Arjona patagonica","","Santalaceae","Arjona","patagonica","",1
24,"Oxalis patagonica","","Oxalidaceae","Oxalis","patagonica","",1
26,"Oxalis patagonica","","Oxalidaceae","Oxalis","patagonica","",1
34,"Plantago patagonica","","Plantaginaceae","Plantago","patagonica","",1
36,"Plantago patagonica","","Plantaginaceae","Plantago","patagonica","",1
17,"Sisysrinchium patagonicum","","Iridaceae","Sisyrinchium","patagonicum","",1
18,"Sisysrinchium patagonicum","","Iridaceae","Sisyrinchium","patagonicum","",1
19,"Sisysrinchium patagonicum","","Iridaceae","Sisyrinchium","patagonicum","",1
85,"Stellaria patens","","Caryophyllaceae","Stellaria","patens","",1
70,"Cordalis possiflora","","Papaveraceae","Corydalis","pauciflora","",1
71,"Cordalis possiflora","","Papaveraceae","Corydalis","pauciflora","",1
72,"Cordalis possiflora","","Papaveraceae","Corydalis","pauciflora","",1
31,"Draba paysonii","","Brassicaceae","Draba","paysonii","",1
32,"Draba paysonii","","Brassicaceae","Draba","paysonii","",1
33,"Draba paysonii","","Brassicaceae","Draba","paysonii","",1
34,"Eragrostis pectinacea","","Poaceae","Eragrostis","pectinacea","",1
43,"Leptinella pectinata","","Asteraceae","Leptinella","pectinata","",1
77,"Leucanthemopsis pectinata","","Asteraceae","Leucanthemopsis","pectinata","",1
78,"Leucanthemopsis pectinata","","Asteraceae","Leucanthemopsis","pectinata","",1
79,"Leucanthemopsis pectinata","","Asteraceae","Leucanthemopsis","pectinata","",1
81,"Leucanthemopsis pectinata","","Asteraceae","Leucanthemopsis","pectinata","",1
82,"Rubus_pedatus","","Rosaceae","Rubus","pedatus","",1
2,"Azorella pedunculata-corymbosa","","Apiaceae","Azorella","pedunculata","corymbosa",1
3,"Azorella pedunculata / corymbosa","","Apiaceae","Azorella","pedunculata","corymbosa",1
4,"Azorella pedunculata/corymbosa","","Apiaceae","Azorella","pedunculata","corymbosa",1
41,"Blechnum pennamarina","Pteridophyta","Blechnaceae","Blechnum","pennamarina","",1
8,"Chaetanthera pentacaenoides","","Asteraceae","Chaetanthera","pentacaenoides","",1
9,"Chaetanthera pentacaenoides ","","Asteraceae","Chaetanthera","pentacaenoides","",1
57,"Chaetanthera pentacaenoides","","Asteraceae","Chaetanthera","pentacaenoides","",1
59,"Chaetanthera pentacaenoides","","Asteraceae","Chaetanthera","pentacaenoides","",1
60,"Chaetanthera pentacaenoides","","Asteraceae","Chaetanthera","pentacaenoides","",1
61,"Chaetanthera pentacaenoides","","Asteraceae","Chaetanthera","pentacaenoides","",1
82,"Sieversia_pentapetala","","Rosaceae","Sieversia","pentapetala","",1
82,"Dicentra_peregrina","","Fumariaceae","Dicentra","peregrina","",1
46,"Oxytropis persicus ","","Fabaceae","Oxytropis","persicus","",1
3,"Oritrophium peruvianium","","Asteraceae","Oritrophium","peruvianium","",1
2,"Ranunculus peruvianus","","Ranunculaceae","Ranunculus","peruvianus","",1
3,"Ranunculus peruvianus","","Ranunculaceae","Ranunculus","peruvianus","",1
4,"Ranunculus peruvianus","","Ranunculaceae","Ranunculus","peruvianus","",1
31,"Carex phaeocephala","","Cyperaceae","Carex","phaeocephala","",1
32,"Carex phaeocephala","","Cyperaceae","Carex","phaeocephala","",1
8,"Viola philippii","","Violaceae","Viola","philippii","",1
9,"Viola philippii ","","Violaceae","Viola","philippii","",1
11,"Viola philippii","","Violaceae","Viola","philippii","",1
14,"Viola philippii","","Violaceae","Viola","philippii","",1
57,"Viola philippii","","Violaceae","Viola","philippii","",1
58,"Viola philippii","","Violaceae","Viola","philippii","",1
59,"Viola philippii","","Violaceae","Viola","philippii","",1
60,"Viola philippii","","Violaceae","Viola","philippii","",1
61,"Viola philippii","","Violaceae","Viola","philippii","",1
11,"Rytidosperma pictum","","Poaceae","Rytidosperma","pictum","",1
12,"Rytidosperma pictum","","Poaceae","Rytidosperma","pictum","",1
13,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
14,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
23,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
24,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
25,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
26,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
57,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
58,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
61,"Perezia pilifera","","Asteraceae","Perezia","pilifera","",1
31,"Polytrichum piliferum","Bryophyta","","Polytrichum","piliferum","",1
33,"Polytrichum piliferum","Bryophyta","","Polytrichum","piliferum","",1
34,"Polytrichum piliferum","Bryophyta","","Polytrichum","piliferum","",1
36,"Polytrichum piliferum","Bryophyta","","Polytrichum","piliferum","",1
56,"Polytrichum piliferum","Bryophyta","","Polytrichum","piliferum","",1
83,"Pedicularis pilostachya Maxim","","Orobanchaceae","Pedicularis","pilostachya","",1
84,"Pedicularis pilostachya Maxim","","Orobanchaceae","Pedicularis","pilostachya","",1
98,"Synthris pinnatifia","","Scrophulariaceae","Synthris","pinnatifia","",1
15,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
16,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
17,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
18,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
19,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
23,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
24,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
25,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
26,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
57,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
61,"Acaena pinnatifida","","Rosaceae","Acaena","pinnatifida","",1
14,"Chaetanthera planiseta","","Asteraceae","Chaetanthera","planiseta","",1
57,"Chaetanthera planiseta","","Asteraceae","Chaetanthera","planiseta","",1
61,"Chaetanthera planiseta","","Asteraceae","Chaetanthera","planiseta","",1
97,"Carex podocarpa","","Cyperaceae","Carex","podocarpa","",1
49,"Poa poiphagorum Ber.","","Poaceae","Poa","poiphagorum","",1
83,"Poa poiphagorum Ber.","","Poaceae","Poa","poiphagorum","",1
50,"Salix polaris","","Salicaceae","Salix","polaris","",1
89,"Salix polaris","","Salicaceae","Salix","polaris","",1
49,"Astragalus Polycladus Bur. Et Franch","","Fabaceae","Astragalus","polycladus","",1
83,"Astragalus Polycladus Bur. Et Franch","","Fabaceae","Astragalus","polycladus","",1
13,"Senecio polygaloides","","Asteraceae","Senecio","polygaloides","",1
14,"Senecio polygaloides","","Asteraceae","Senecio","polygaloides","",1
57,"Senecio polygaloides","","Asteraceae","Senecio","polygaloides","",1
61,"Senecio polygaloides","","Asteraceae","Senecio","polygaloides","",1
56,"Paronychia polygonifolia","","Caryophyllaceae","Paronychia","polygonifolia","",1
14,"Tropaeolum polyphyllum","","Tropaeolaceae","Tropaeolum","polyphyllum","",1
57,"Tropaeolum polyphyllum","","Tropaeolaceae","Tropaeolum","polyphyllum","",1
58,"Tropaeolum polyphyllum","","Tropaeolaceae","Tropaeolum","polyphyllum","",1
61,"Tropaeolum polyphyllum","","Tropaeolaceae","Tropaeolum","polyphyllum","",1
17,"Senecio portalesianus","","Asteraceae","Senecio","portalesianus","",1
18,"Senecio portalesianus","","Asteraceae","Senecio","portalesianus","",1
19,"Senecio portalesianus","","Asteraceae","Senecio","portalesianus","",1
11,"Montiopsis potentilloides","","Portulacaceae","Montiopsis","potentilloides","",1
57,"Montiopsis potentilloides","","Portulacaceae","Montiopsis","potentilloides","",1
61,"Montiopsis potentilloides","","Portulacaceae","Montiopsis","potentilloides","",1
31,"Draba praealta","","Brassicaceae","Draba","praealta","",1
32,"Draba praealta","","Brassicaceae","Draba","praealta","",1
14,"Poa pratensis","","Poaceae","Poa","pratensis","",1
23,"Poa pratensis","","Poaceae","Poa","pratensis","",1
24,"Poa pratensis","","Poaceae","Poa","pratensis","",1
25,"Poa pratensis","","Poaceae","Poa","pratensis","",1
26,"Poa pratensis","","Poaceae","Poa","pratensis","",1
57,"Poa pratensis","","Poaceae","Poa","pratensis","",1
61,"Poa pratensis","","Poaceae","Poa","pratensis","",1
84,"Poa pratensis L.","","Poaceae","Poa","pratensis","",1
11,"Trisetum preslei","","Poaceae","Trisetum","preslei","",1
12,"Trisetum preslei","","Poaceae","Trisetum","preslei","",1
14,"Trisetum preslei","","Poaceae","Trisetum","preslei","",1
57,"Trisetum preslei","","Poaceae","Trisetum","preslei","",1
58,"Trisetum preslei","","Poaceae","Trisetum","preslei","",1
61,"Trisetum preslei","","Poaceae","Trisetum","preslei","",1
52,"Loiseleuria procumbens","","Ericaceae","Loiseleuria","procumbens","",1
