site,transect number,transect length (cm),start,stop,cushion sp,cushion cover (cm),dataset code
"The Hlupy peak",2,1020,"95","130","Silene acaulis",,47
"The Hlupy peak",2,1020,"190","205","Silene acaulis",,47
"The Hlupy peak",2,1020,"275","350","Silene acaulis",,47
"The Hlupy peak",2,1020,"415","450","Silene acaulis",,47
"The Hlupy peak",2,1020,"580","600","Silene acaulis",,47
"The Hlupy peak",2,1020,"670","690","Silene acaulis",,47
"The Hlupy peak",2,1020,"785","800","Silene acaulis",,47
"The Hlupy peak",2,1020,"840","875","Silene acaulis",,47
"The Hlupy peak",2,1020,"1000","1020","Silene acaulis",,47
"The Hlupy peak",3,1200,"0","35","Silene acaulis",,47
"The Hlupy peak",3,1200,"215","245","Silene acaulis",,47
"The Hlupy peak",3,1200,"435","470","Silene acaulis",,47
"The Hlupy peak",3,1200,"575","630","Silene acaulis",,47
"The Hlupy peak",3,1200,"690","730","Silene acaulis",,47
"The Hlupy peak",3,1200,"865","880","Silene acaulis",,47
"The Hlupy peak",3,1200,"970","1000","Silene acaulis",,47
"The Hlupy peak",3,1200,"1080","1130","Silene acaulis",,47
"The Hlupy peak",3,1200,"1160","1200","Silene acaulis",,47
"The Hlupy peak",4,1000,"0","20","Silene acaulis",,47
"The Hlupy peak",4,1000,"25","40","Silene acaulis",,47
"The Hlupy peak",4,1000,"95","120","Silene acaulis",,47
"The Hlupy peak",4,1000,"155","195","Silene acaulis",,47
"The Hlupy peak",4,1000,"200","215","Silene acaulis",,47
"The Hlupy peak",4,1000,"270","300","Silene acaulis",,47
"The Hlupy peak",4,1000,"305","320","Silene acaulis",,47
"The Hlupy peak",4,1000,"330","340","Silene acaulis",,47
"The Hlupy peak",4,1000,"370","390","Silene acaulis",,47
"The Hlupy peak",4,1000,"415","425","Silene acaulis",,47
"The Hlupy peak",4,1000,"595","610","Silene acaulis",,47
"The Hlupy peak",4,1000,"660","690","Silene acaulis",,47
"The Hlupy peak",4,1000,"810","830","Silene acaulis",,47
"The Hlupy peak",4,1000,"845","870","Silene acaulis",,47
"The Hlupy peak",4,1000,"875","920","Silene acaulis",,47
"Valle Nevado",7,5000,"371","392","Azorella_madreporica",,57
"The Hlupy peak",4,1000,"935","975","Silene acaulis",,47
"The Hlupy peak",4,1000,"980","1000","Silene acaulis",,47
"The Hlupy peak",5,1005,"0","35","Silene acaulis",,47
"The Hlupy peak",5,1005,"80","115","Silene acaulis",,47
"The Hlupy peak",5,1005,"135","150","Silene acaulis",,47
"The Hlupy peak",5,1005,"240","255","Silene acaulis",,47
"The Hlupy peak",5,1005,"340","370","Silene acaulis",,47
"The Hlupy peak",5,1005,"425","440","Silene acaulis",,47
"The Hlupy peak",5,1005,"550","570","Silene acaulis",,47
"The Hlupy peak",5,1005,"570","615","Silene acaulis",,47
"The Hlupy peak",5,1005,"680","695","Silene acaulis",,47
"The Hlupy peak",5,1005,"720","740","Silene acaulis",,47
"The Hlupy peak",5,1005,"805","845","Silene acaulis",,47
"The Hlupy peak",5,1005,"890","910","Silene acaulis",,47
"The Hlupy peak",5,1005,"920","970","Silene acaulis",,47
"The Hlupy peak",5,1005,"990","1005","Silene acaulis",,47
"The Hlupy peak",6,1045,"0","20","Silene acaulis",,47
"The Hlupy peak",6,1045,"25","55","Silene acaulis",,47
"The Hlupy peak",6,1045,"95","110","Silene acaulis",,47
"The Hlupy peak",6,1045,"115","140","Silene acaulis",,47
"The Hlupy peak",6,1045,"190","205","Silene acaulis",,47
"The Hlupy peak",6,1045,"300","350","Silene acaulis",,47
"The Hlupy peak",6,1045,"365","380","Silene acaulis",,47
"The Hlupy peak",6,1045,"455","470","Silene acaulis",,47
"The Hlupy peak",6,1045,"610","670","Silene acaulis",,47
"The Hlupy peak",6,1045,"810","860","Silene acaulis",,47
"The Hlupy peak",6,1045,"940","960","Minuartia gerardii",,47
"The Hlupy peak",6,1045,"1015","1045","Minuartia gerardii",,47
"The Hlupy peak",7,1015,"0","15","Silene acaulis",,47
"The Hlupy peak",7,1015,"115","125","Silene acaulis",,47
"The Hlupy peak",7,1015,"130","140","Silene acaulis",,47
"The Hlupy peak",7,1015,"145","155","Minuartia gerardii",,47
"The Hlupy peak",7,1015,"180","195","Silene acaulis",,47
"The Hlupy peak",7,1015,"210","220","Silene acaulis",,47
"Valle Nevado",7,5000,"783","952","Azorella_madreporica",,57
"The Hlupy peak",7,1015,"325","345","Minuartia gerardii",,47
"The Hlupy peak",7,1015,"465","480","Silene acaulis",,47
"The Hlupy peak",7,1015,"530","550","Silene acaulis",,47
"The Hlupy peak",7,1015,"615","635","Silene acaulis",,47
"The Hlupy peak",7,1015,"775","790","Silene acaulis",,47
"The Hlupy peak",7,1015,"865","895","Silene acaulis",,47
"The Hlupy peak",7,1015,"1000","1015","Silene acaulis",,47
"The Hlupy peak",8,1075,"0","35","Silene acaulis",,47
"The Hlupy peak",8,1075,"65","80","Silene acaulis",,47
"The Hlupy peak",8,1075,"270","300","Silene acaulis",,47
"The Hlupy peak",8,1075,"310","320","Silene acaulis",,47
"The Hlupy peak",8,1075,"510","570","Silene acaulis",,47
"The Hlupy peak",8,1075,"600","635","Silene acaulis",,47
"The Hlupy peak",8,1075,"670","710","Silene acaulis",,47
"The Hlupy peak",8,1075,"755","770","Silene acaulis",,47
"The Hlupy peak",8,1075,"940","965","Silene acaulis",,47
"The Hlupy peak",8,1075,"1045","1075","Silene acaulis",,47
"The Hlupy peak",9,1005,"0","45","Silene acaulis",,47
"The Hlupy peak",9,1005,"90","110","Silene acaulis",,47
"The Hlupy peak",9,1005,"195","230","Silene acaulis",,47
"The Hlupy peak",9,1005,"315","335","Silene acaulis",,47
"The Hlupy peak",9,1005,"425","435","Silene acaulis",,47
"The Hlupy peak",9,1005,"600","625","Silene acaulis",,47
"The Hlupy peak",9,1005,"735","760","Silene acaulis",,47
"The Hlupy peak",9,1005,"790","815","Silene acaulis",,47
"The Hlupy peak",9,1005,"830","860","Silene acaulis",,47
"The Hlupy peak",9,1005,"875","900","Silene acaulis",,47
"The Hlupy peak",9,1005,"920","950","Silene acaulis",,47
"The Hlupy peak",9,1005,"980","1005","Silene acaulis",,47
"The Hlupy peak",10,1000,"5","25","Silene acaulis",,47
"The Hlupy peak",10,1000,"145","160","Silene acaulis",,47
"The Hlupy peak",10,1000,"190","205","Silene acaulis",,47
"The Hlupy peak",10,1000,"210","230","Minuartia gerardii",,47
"The Hlupy peak",10,1000,"305","315","Silene acaulis",,47
"The Hlupy peak",10,1000,"325","345","Silene acaulis",,47
"Valle Nevado",7,5000,"964","1071","Azorella_madreporica",,57
"The Hlupy peak",10,1000,"430","445","Silene acaulis",,47
"The Hlupy peak",10,1000,"510","565","Silene acaulis",,47
"The Hlupy peak",10,1000,"600","620","Silene acaulis",,47
"The Hlupy peak",10,1000,"660","700","Silene acaulis",,47
"The Hlupy peak",10,1000,"775","790","Silene acaulis",,47
"The Hlupy peak",10,1000,"860","930","Silene acaulis",,47
"The Hlupy peak",10,1000,"965","1000","Silene acaulis",,47
"Dolomites 1",1,500,"20","30","Carex firma",10,90
"Dolomites 1",1,500,"58","61","Carex firma",3,90
"Dolomites 1",1,500,"140","150","Carex firma",10,90
"Dolomites 1",1,500,"265","278","Carex firma",13,90
"Dolomites 1",2,500,"265","276","Carex firma",11,90
"Dolomites 1",2,500,"385","400","Carex firma",15,90
"Dolomites 1",2,500,"445","455","Carex firma",10,90
"Dolomites 1",3,500,"50","65","Carex firma",15,90
"Dolomites 1",3,500,"95","103","Carex firma",8,90
"Dolomites 1",3,500,"170","175","Carex firma",5,90
"Dolomites 1",3,500,"197","202","Carex firma",5,90
"Dolomites 1",3,500,"226","232","Carex firma",6,90
"Dolomites 1",3,500,"268","272","Carex firma",4,90
"Dolomites 1",3,500,"292","322","Carex firma",30,90
"Dolomites 1",3,500,"323","335","Carex firma",12,90
"Dolomites 1",3,500,"370","375","Carex firma",5,90
"Dolomites 1",3,500,"415","432","Carex firma",17,90
"Dolomites 1",4,500,"0","10","Carex firma",10,90
"Dolomites 1",4,500,"100","125","Carex firma",25,90
"Dolomites 1",5,500,"205","215","Carex firma",10,90
"Dolomites 1",5,500,"247","320","Carex firma",73,90
"Dolomites 1",6,500,"260","275","Carex firma",15,90
"Dolomites 1",6,500,"292","300","Carex firma",8,90
"Dolomites 1",6,500,"360","363","Carex firma",3,90
"Dolomites 1",6,500,"455","460","Carex firma",5,90
"Dolomites 1",7,500,"65","75","Carex firma",10,90
"Dolomites 1",7,500,"105","110","Carex firma",5,90
"Dolomites 1",7,500,"140","160","Carex firma",20,90
"Dolomites 1",7,500,"190","205","Carex firma",15,90
"Dolomites 1",7,500,"215","222","Carex firma",7,90
"Dolomites 1",7,500,"228","235","Carex firma",7,90
"Valle Nevado",7,5000,"1283","1362","Azorella_madreporica",,57
"Dolomites 1",7,500,"280","287","Carex firma",7,90
"Dolomites 1",7,500,"290","315","Carex firma",25,90
"Dolomites 1",7,500,"318","332","Carex firma",14,90
"Dolomites 1",7,500,"360","370","Carex firma",10,90
"Dolomites 1",7,500,"375","377","Carex firma",2,90
"Dolomites 1",7,500,"395","412","Carex firma",17,90
"Dolomites 1",7,500,"276","472","Carex firma",196,90
"Dolomites 1",7,500,"488","498","Carex firma",10,90
"Dolomites 1",1,500,"190","245","other",55,90
"Dolomites 1",3,500,"149","170","other",21,90
"Dolomites 1",3,500,"250","260","other",10,90
"Dolomites 1",3,500,"280","288","other",8,90
"Dolomites 1",4,500,"125","140","other",15,90
"Dolomites 1",6,500,"275","290","other",15,90
"Dolomites 1",6,500,"300","340","other",40,90
"Dolomites 1",7,500,"0","65","other",65,90
"Dolomites 1",7,500,"75","105","other",30,90
"Dolomites 1",7,500,"160","190","other",30,90
"Dolomites 1",7,500,"236","262","other",26,90
"Dolomites 2",1,500,"200","260","Silene",60,91
"Dolomites 2",1,500,"270","290","rock",20,91
"Dolomites 2",1,500,"60","70","rock",10,91
"Dolomites 2",1,500,"100","110","rock",10,91
"Dolomites 2",1,500,"260","290","rock",30,91
"Dolomites 2",2,1000,"0","20","silene",20,91
"Dolomites 2",2,1000,"20","75","rock",55,91
"Dolomites 2",2,1000,"90","140","rock",50,91
"Dolomites 2",2,1000,"250","265","rock",15,91
"Dolomites 2",2,1000,"295","360","rock",65,91
"Dolomites 2",2,1000,"360","390","Silene",30,91
"Dolomites 2",2,1000,"390","450","rock",60,91
"Dolomites 2",2,1000,"465","520","rock",55,91
"Dolomites 2",2,1000,"530","550","rock",20,91
"Dolomites 2",2,1000,"580","620","rock",40,91
"Dolomites 2",2,1000,"640","660","rock",20,91
"Dolomites 2",2,1000,"705","860","rock",155,91
"Dolomites 2",2,1000,"930","1000","rock",70,91
"Dolomites 2",3,500,"0","15","rock",15,91
"Dolomites 2",3,500,"15","30","Silene",15,91
"Dolomites 2",3,500,"30","360","rock",330,91
"Dolomites 2",3,500,"360","375","Silene",15,91
"Dolomites 2",3,500,"375","50","rock",-325,91
"Dolomites 2",4,800,"60","320","rock",260,91
"Dolomites 2",4,800,"340","370","rock",30,91
"Valle Nevado",7,5000,"1523","1575","Azorella_madreporica",,57
"Dolomites 2",4,800,"385","475","rock",90,91
"Dolomites 2",4,800,"485","715","rock",230,91
"Dolomites 2",4,800,"740","760","Silene",20,91
"Dolomites 2",4,800,"760","800","rock",40,91
"Dolomites 2",5,1000,"0","20","Silene",20,91
"Dolomites 2",5,1000,"20","280","rock",260,91
"Dolomites 2",5,1000,"280","310","Silene",30,91
"Dolomites 2",5,1000,"370","400","rock",30,91
"Dolomites 2",5,1000,"400","420","Silene",20,91
"Dolomites 2",5,1000,"420","430","rock",10,91
"Dolomites 2",5,1000,"430","440","Silene",10,91
"Dolomites 2",5,1000,"440","460","rock",20,91
"Dolomites 2",5,1000,"460","475","Silene",15,91
"Dolomites 2",5,1000,"475","495","rock",20,91
"Dolomites 2",5,1000,"495","510","Silene",15,91
"Dolomites 2",5,1000,"510","600","rock",90,91
"Dolomites 2",5,1000,"600","620","Silene",20,91
"Dolomites 2",5,1000,"620","650","rock",30,91
"Dolomites 2",5,1000,"650","665","Silene",15,91
"Dolomites 2",5,1000,"665","700","rock",35,91
"Dolomites 2",5,1000,"700","735","Silene",35,91
"Dolomites 2",5,1000,"735","775","rock",40,91
"Dolomites 2",5,1000,"785","885","rock",100,91
"Dolomites 2",5,1000,"905","930","rock",25,91
"Dolomites 2",5,1000,"950","960","rock",10,91
"Dolomites 2",5,1000,"970","1000","rock",30,91
"Dolomites 2",6,500,"81","134","Alchemilla",53,91
"Dolomites 2",6,500,"180","187","Silene",7,91
"Dolomites 2",6,500,"467","478","Festuca",11,91
"Dolomites 2",7,500,"37","48","Silene",11,91
"Dolomites 2",7,500,"58","72","Silene",14,91
"Dolomites 2",7,500,"125","135","Silene",10,91
"Dolomites 2",7,500,"139","148","Silene",9,91
"Dolomites 2",7,500,"149","168","Silene",19,91
"Dolomites 2",7,500,"189","202","Silene",13,91
"Dolomites 2",7,500,"218","233","Silene",15,91
"Dolomites 2",7,500,"282","307","Silene",25,91
"Dolomites 2",7,500,"310","315","Silene",5,91
"Dolomites 2",7,500,"322","334","Festuca",12,91
"Dolomites 2",7,500,"344","350","Silene",6,91
"Dolomites 2",7,500,"376","390","Festuca",14,91
"Dolomites 2",8,500,"160","172","Dryas",12,91
"Dolomites 2",8,500,"460","465","Festuca",5,91
"Dolomites 2",8,500,"487","495","Festuca",8,91
"Valle Nevado",7,5000,"1892","1934","Azorella_madreporica",,57
"Dolomites 2",9,500,"45","48","Minuartia",3,91
"Dolomites 2",9,500,"52","58","Silene",6,91
"Dolomites 2",9,500,"82","86","Silene",4,91
"Dolomites 2",9,500,"171","176","Silene",5,91
"Dolomites 2",9,500,"260","269","Carex firma",9,91
"Dolomites 2",9,500,"282","286","Carex firma",4,91
"Dolomites 2",9,500,"457","478","Minuartia",21,91
"Dolomites 2",10,500,"36","50","Festuca",14,91
"Dolomites 2",10,500,"50","58","Silene",8,91
"Dolomites 2",10,500,"63","72","Festuca",9,91
"Dolomites 2",10,500,"260","268","Silene",8,91
"Dolomites 2",10,500,"374","380","Alchemilla",6,91
"Dolomites 2",11,500,"445","448","Saxifraga",3,91
"Dolomites 2",12,500,"","","empty",0,91
"Dolomites 3",1,1000,"","","Minuartia",5,92
"Dolomites 3",2,500,"","","Minuartia",5,92
"Dolomites 3",2,500,"","","Minuartia",10,92
"Dolomites 3",2,500,"","","Minuartia",10,92
"Dolomites 3",2,500,"","","Minuartia",10,92
"Dolomites 3",2,500,"","","Silene",10,92
"Dolomites 3",3,700,"","","Minuartia",5,92
"Dolomites 3",3,700,"","","Minuartia",10,92
"Dolomites 3",3,700,"","","Minuartia",15,92
"Dolomites 3",3,700,"","","Minuartia",20,92
"Dolomites 3",3,700,"","","Minuartia",30,92
"Dolomites 3",3,700,"","","Silene",10,92
"Dolomites 3",3,700,"","","Silene",15,92
"Dolomites 3",4,700,"","","Carex",15,92
"Dolomites 3",4,700,"","","Silene",10,92
"Dolomites 3",4,700,"","","Silene",10,92
"Dolomites 3",5,1200,"","","Carex",5,92
"Dolomites 3",5,1200,"","","Carex",10,92
"Dolomites 3",5,1200,"","","Minuartia",5,92
"Dolomites 3",5,1200,"","","Minuartia",5,92
"Dolomites 3",5,1200,"","","Minuartia",5,92
"Dolomites 3",5,1200,"","","Minuartia",40,92
"Dolomites 3",6,1000,"","","Minuartia",3,92
"Dolomites 3",6,1000,"","","Minuartia",10,92
"Dolomites 3",6,1000,"","","Saxifraga",5,92
"Dolomites 3",6,1000,"","","Silene",20,92
"Dolomites 3",6,1000,"","","Silene",20,92
"Dolomites 3",7,700,"","","Carex",10,92
"Dolomites 3",7,700,"","","Carex",15,92
"Dolomites 3",7,700,"","","Minuartia",5,92
"Dolomites 3",7,700,"","","Silene",10,92
"Dolomites 3",8,500,"","","Minuartia",5,92
"Valle Nevado",7,5000,"2214","2284","Azorella_madreporica",,57
"Dolomites 3",8,500,"","","Minuartia",25,92
"Dolomites 3",8,500,"","","Saxifraga",5,92
"Dolomites 3",8,500,"","","Silene",5,92
"Dolomites 3",8,500,"","","Silene",10,92
"Dolomites 3",8,500,"","","Silene",10,92
"Dolomites 3",8,500,"","","Silene",13,92
"Dolomites 3",8,500,"","","Silene",20,92
"Dolomites 3",9,500,"","","Minuartia",12,92
"Dolomites 3",9,500,"","","Silene",5,92
"Dolomites 3",9,500,"","","Silene",10,92
"Dolomites 3",10,900,"","","Silene",20,92
"Dolomites 3",10,900,"","","Silene",30,92
"Dolomites 3",11,1100,"","","Carex",5,92
"Dolomites 3",11,1100,"","","Carex",10,92
"Dolomites 3",11,1100,"","","Minuartia",5,92
"Dolomites 3",11,1100,"","","Saxifraga",15,92
"Dolomites 3",11,1100,"","","Silene",5,92
"Dolomites 3",11,1100,"","","Silene",5,92
"Dolomites 3",11,1100,"","","Silene",10,92
"Dolomites 3",11,1100,"","","Silene",10,92
"Dolomites 3",11,1100,"","","Silene",15,92
"Dolomites 3",12,1200,"","","Carex",5,92
"Dolomites 3",12,1200,"","","Carex",5,92
"Dolomites 3",12,1200,"","","Carex",5,92
"Dolomites 3",12,1200,"","","Minuartia",10,92
"Dolomites 3",12,1200,"","","Minuartia",15,92
"Dolomites 3",12,1200,"","","Saxifraga",15,92
"Dolomites 3",12,1200,"","","Saxifraga",25,92
"Dolomites 3",12,1200,"","","Silene",5,92
"Dolomites 3",12,1200,"","","Silene",10,92
"Dolomites 4",1,200,"182","191","Cerastium alpinum",9,93
"Dolomites 4",2,200,"132","177","Cerastium alpinum",45,93
"Dolomites 4",3,200,"129","133","Cerastium alpinum",4,93
"Dolomites 4",4,200,"3","23","Cerastium alpinum",20,93
"Dolomites 4",4,200,"116","127","Cerastium alpinum",11,93
"Dolomites 4",4,200,"145","152","Cerastium alpinum",7,93
"Dolomites 4",4,200,"167","190","Cerastium alpinum",23,93
"Dolomites 4",5,200,"13","23","Cerastium alpinum",10,93
"Dolomites 4",5,200,"43","55","Cerastium alpinum",12,93
"Dolomites 4",6,200,"4","10","Cerastium alpinum",6,93
"Dolomites 4",6,200,"120","123","Cerastium alpinum",3,93
"Dolomites 4",7,200,"13","30","Cerastium alpinum",17,93
"Dolomites 4",7,200,"66","74","Cerastium alpinum",8,93
"Valle Nevado",7,5000,"2471","2645","Azorella_madreporica",,57
"Dolomites 4",7,200,"117","121","Cerastium alpinum",4,93
"Dolomites 4",8,200,"69","79","Cerastium alpinum",10,93
"Dolomites 4",8,200,"142","147","Cerastium alpinum",5,93
"Dolomites 4",9,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",10,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",11,200,"45","48","Cerastium alpinum",3,93
"Dolomites 4",11,200,"192","197","Cerastium alpinum",5,93
"Dolomites 4",12,200,"51","61","Cerastium alpinum",10,93
"Dolomites 4",12,200,"110","126","Cerastium alpinum",16,93
"Dolomites 4",13,200,"85","114","Cerastium alpinum",29,93
"Dolomites 4",13,200,"136","144","Cerastium alpinum",8,93
"Dolomites 4",14,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",15,200,"187","192","Cerastium alpinum",5,93
"Dolomites 4",16,200,"28","39","Cerastium alpinum",11,93
"Dolomites 4",17,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",18,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",19,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",20,200,"150","175","Cerastium alpinum",25,93
"Dolomites 4",21,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",22,200,"34","39","Cerastium alpinum",5,93
"Dolomites 4",22,200,"65","73","Cerastium alpinum",8,93
"Dolomites 4",22,200,"83","91","Cerastium alpinum",8,93
"Dolomites 4",22,200,"117","123","Cerastium alpinum",6,93
"Dolomites 4",22,200,"160","165","Cerastium alpinum",5,93
"Dolomites 4",22,200,"186","189","Cerastium alpinum",3,93
"Dolomites 4",23,200,"10","25","Cerastium alpinum",15,93
"Dolomites 4",23,200,"79","83","Cerastium alpinum",4,93
"Dolomites 4",23,200,"135","143","Cerastium alpinum",8,93
"Dolomites 4",23,200,"175","183","Cerastium alpinum",8,93
"Dolomites 4",24,200,"5","10","Cerastium alpinum",5,93
"Dolomites 4",24,200,"55","62","Cerastium alpinum",7,93
"Dolomites 4",24,200,"175","180","Cerastium alpinum",5,93
"Dolomites 4",25,200,"50","60","Cerastium alpinum",10,93
"Dolomites 4",25,200,"110","113","Cerastium alpinum",3,93
"Dolomites 4",26,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",27,200,"0","0","Cerastium alpinum",0,93
"Valle Nevado",7,5000,"2671","2802","Azorella_madreporica",,57
"Dolomites 4",28,200,"0","0","Cerastium alpinum",0,93
"Dolomites 4",29,200,"40","55","Cerastium alpinum",15,93
"Dolomites 4",30,200,"50","75","Cerastium alpinum",25,93
"Dolomites 5",1,5000,"0","3.8","rocks",3.8,94
"Dolomites 5",1,5000,"3.8","11","other species",7.2,94
"Dolomites 5",1,5000,"11","16.95","rocks",5.95,94
"Dolomites 5",1,5000,"16.95","17","other species",0.05,94
"Dolomites 5",1,5000,"17","25.05","rocks",8.05,94
"Dolomites 5",1,5000,"25.05","26.4","other species",1.35,94
"Dolomites 5",1,5000,"26.4","26.63","rocks",0.23,94
"Dolomites 5",1,5000,"26.63","26.68","other species",0.05,94
"Dolomites 5",1,5000,"26.68","28.4","rocks",1.72,94
"Dolomites 5",1,5000,"28.4","30.1","other species",1.7,94
"Dolomites 5",1,5000,"30.1","36.45","rocks",6.35,94
"Dolomites 5",1,5000,"36.45","37","other species",0.55,94
"Dolomites 5",1,5000,"37","38.2","rocks",1.2,94
"Dolomites 5",1,5000,"38.2","40.3","other species",2.1,94
"Dolomites 5",1,5000,"40.3","40.48","rocks",0.18,94
"Dolomites 5",1,5000,"40.48","40.52","other species",0.04,94
"Dolomites 5",1,5000,"40.52","40.68","rocks",0.16,94
"Dolomites 5",1,5000,"40.68","40.75","other species",0.07,94
"Dolomites 5",1,5000,"40.75","42.55","rocks",1.8,94
"Dolomites 5",1,5000,"42.55","42.8","other species",0.25,94
"Dolomites 5",1,5000,"42.8","43.5","rocks",0.7,94
"Dolomites 5",1,5000,"43.5","43.75","other species",0.25,94
"Dolomites 5",1,5000,"43.75","44.52","rocks",0.77,94
"Dolomites 5",1,5000,"44.52","44.55","other species",0.03,94
"Dolomites 5",1,5000,"44.55","48.32","rocks",3.77,94
"Dolomites 5",1,5000,"48.32","48.45","other species",0.13,94
"Dolomites 5",1,5000,"48.45","46.5","rocks",-1.95,94
"Dolomites 5",1,5000,"46.5","48.6","other species",2.1,94
"Dolomites 5",1,5000,"48.6","50","rocks",1.4,94
"Dolomites 5",2,5000,"0","4.05","rocks",4.05,94
"Dolomites 5",2,5000,"4.05","4.25","other species",0.2,94
"Dolomites 5",2,5000,"4.25","7.09","rocks",2.84,94
"Dolomites 5",2,5000,"7.09","7.1","other species",0.01,94
"Dolomites 5",2,5000,"7.1","7.82","rocks",0.72,94
"Dolomites 5",2,5000,"7.82","7.85","other species",0.03,94
"Dolomites 5",2,5000,"7.85","13.21","rocks",5.36,94
"Valle Nevado",7,5000,"3321","3347","Azorella_madreporica",,57
"Dolomites 5",2,5000,"13.21","13.25","other species",0.04,94
"Dolomites 5",2,5000,"13.25","14.25","rocks",1,94
"Dolomites 5",2,5000,"14.25","14.27","other species",0.02,94
"Dolomites 5",2,5000,"14.27","14.51","rocks",0.24,94
"Dolomites 5",2,5000,"14.51","14.82","other species",0.31,94
"Dolomites 5",2,5000,"14.82","15.63","rocks",0.81,94
"Dolomites 5",2,5000,"15.63","15.81","other species",0.18,94
"Dolomites 5",2,5000,"15.81","16.1","rocks",0.29,94
"Dolomites 5",2,5000,"16.1","16.15","other species",0.05,94
"Dolomites 5",2,5000,"16.15","16.4","rocks",0.25,94
"Dolomites 5",2,5000,"16.4","16.46","other species",0.06,94
"Dolomites 5",2,5000,"16.46","16.8","rocks",0.34,94
"Dolomites 5",2,5000,"16.8","17.2","other species",0.4,94
"Dolomites 5",2,5000,"17.2","17.31","rocks",0.11,94
"Dolomites 5",2,5000,"17.31","17.35","other species",0.04,94
"Dolomites 5",2,5000,"17.35","17.38","rocks",0.03,94
"Dolomites 5",2,5000,"17.38","17.42","other species",0.04,94
"Dolomites 5",2,5000,"17.42","17.43","rocks",0.01,94
"Dolomites 5",2,5000,"17.43","17.6","other species",0.17,94
"Dolomites 5",2,5000,"17.6","18.03","rocks",0.43,94
"Dolomites 5",2,5000,"18.03","18.2","other species",0.17,94
"Dolomites 5",2,5000,"18.2","18.35","rocks",0.15,94
"Dolomites 5",2,5000,"18.35","18.32","other species",-0.03,94
"Dolomites 5",2,5000,"18.32","18.63","rocks",0.31,94
"Dolomites 5",2,5000,"18.63","18.23","other species",-0.4,94
"Dolomites 5",2,5000,"18.23","19.38","rocks",1.15,94
"Dolomites 5",2,5000,"19.38","19.54","other species",0.16,94
"Dolomites 5",2,5000,"19.54","20.1","rocks",0.56,94
"Dolomites 5",2,5000,"20.1","20.16","other species",0.06,94
"Dolomites 5",2,5000,"20.16","21.05","rocks",0.89,94
"Dolomites 5",2,5000,"21.05","21.12","other species",0.07,94
"Dolomites 5",2,5000,"21.12","21.65","rocks",0.53,94
"Dolomites 5",2,5000,"21.65","21.2","other species",-0.45,94
"Dolomites 5",2,5000,"21.2","22.32","rocks",1.12,94
"Dolomites 5",2,5000,"22.32","22.35","other species",0.03,94
"Dolomites 5",2,5000,"22.35","22.4","rocks",0.05,94
"Dolomites 5",2,5000,"22.4","22.51","other species",0.11,94
"Dolomites 5",2,5000,"22.51","22.67","rocks",0.16,94
"Valle Nevado",7,5000,"3372","3395","Azorella_madreporica",,57
"Dolomites 5",2,5000,"22.67","23.82","other species",1.15,94
"Dolomites 5",2,5000,"23.82","24.5","rocks",0.68,94
"Dolomites 5",2,5000,"24.5","24.53","other species",0.03,94
"Dolomites 5",2,5000,"24.53","24.8","rocks",0.27,94
"Dolomites 5",2,5000,"24.8","25.1","other species",0.3,94
"Dolomites 5",2,5000,"25.1","25.42","rocks",0.32,94
"Dolomites 5",2,5000,"25.42","25.57","other species",0.15,94
"Dolomites 5",2,5000,"25.57","26.17","rocks",0.6,94
"Dolomites 5",2,5000,"26.17","26.37","other species",0.2,94
"Dolomites 5",2,5000,"26.37","27.28","rocks",0.91,94
"Dolomites 5",2,5000,"27.28","27.52","other species",0.24,94
"Dolomites 5",2,5000,"27.52","30.65","rocks",3.13,94
"Dolomites 5",2,5000,"30.65","30.66","other species",0.01,94
"Dolomites 5",2,5000,"30.66","32.03","rocks",1.37,94
"Dolomites 5",2,5000,"32.03","32.12","other species",0.09,94
"Dolomites 5",2,5000,"32.12","33.08","rocks",0.96,94
"Dolomites 5",2,5000,"33.08","33.09","other species",0.01,94
"Dolomites 5",2,5000,"33.09","33.21","rocks",0.12,94
"Dolomites 5",2,5000,"33.21","33.23","other species",0.02,94
"Dolomites 5",2,5000,"33.23","34.15","rocks",0.92,94
"Dolomites 5",2,5000,"34.15","34.2","other species",0.05,94
"Dolomites 5",2,5000,"34.2","34.26","rocks",0.06,94
"Dolomites 5",2,5000,"34.26","34.28","other species",0.02,94
"Dolomites 5",2,5000,"34.28","34.32","rocks",0.04,94
"Dolomites 5",2,5000,"34.32","34.36","other species",0.04,94
"Dolomites 5",2,5000,"34.36","36.02","rocks",1.66,94
"Dolomites 5",2,5000,"36.02","36.09","other species",0.07,94
"Dolomites 5",2,5000,"36.09","36.37","rocks",0.28,94
"Dolomites 5",2,5000,"36.37","36.33","other species",-0.04,94
"Dolomites 5",2,5000,"36.33","36.57","rocks",0.24,94
"Dolomites 5",2,5000,"36.57","36.58","other species",0.01,94
