site,cushion sp,cushion/open,rep,soil moist,SOM,penetration (mm),Dataset code
"Dolomites 5","Silene acaulis","cushion",7,,,3,94
"Dolomites 5","Silene acaulis","cushion",7,,,3,94
"Dolomites 5","Silene acaulis","cushion",7,,,3,94
"Dolomites 5","Silene acaulis","cushion",7,,,3,94
"Dolomites 5","Silene acaulis","cushion",7,,,3,94
"Dolomites 5","Silene acaulis","cushion",8,,,4,94
"Dolomites 5","Silene acaulis","cushion",8,,,3,94
"Dolomites 5","Silene acaulis","cushion",8,,,4,94
"Dolomites 5","Silene acaulis","cushion",8,,,3,94
"Dolomites 5","Silene acaulis","cushion",8,,,3,94
"Dolomites 5","Silene acaulis","cushion",9,,,5,94
"Dolomites 5","Silene acaulis","cushion",9,,,6,94
"Dolomites 5","Silene acaulis","cushion",9,,,7,94
"Dolomites 5","Silene acaulis","cushion",9,,,5,94
"Dolomites 5","Silene acaulis","cushion",9,,,5,94
"Dolomites 5","Silene acaulis","cushion",10,,,5,94
"Dolomites 5","Silene acaulis","cushion",10,,,4,94
"Dolomites 5","Silene acaulis","cushion",10,,,4,94
"Dolomites 5","Silene acaulis","cushion",10,,,5,94
"Dolomites 5","Silene acaulis","cushion",10,,,5,94
"Ptarmigan Cirque","Silene acaulis","cushion",1,12.5,16.5,5,97
"Ptarmigan Cirque","Silene acaulis","cushion",2,11.6,16,5,97
"Ptarmigan Cirque","Silene acaulis","cushion",3,15,21.1,6,97
"Ptarmigan Cirque","Silene acaulis","cushion",4,16.1,14.8,3,97
"Ptarmigan Cirque","Silene acaulis","cushion",5,11.4,12.7,4,97
"Ptarmigan Cirque","Silene acaulis","cushion",6,11.8,18,3,97
"Ptarmigan Cirque","Silene acaulis","cushion",7,18.1,15.5,3,97
"Ptarmigan Cirque","Silene acaulis","cushion",8,11.4,15.5,5,97
"Ptarmigan Cirque","Silene acaulis","cushion",9,17.6,17.3,7,97
"Ptarmigan Cirque","Silene acaulis","cushion",10,13.2,11.9,7,97
"Ptarmigan Cirque","Silene acaulis","open",1,6.9,4.3,,97
"Ptarmigan Cirque","Silene acaulis","open",2,11.3,4.9,,97
"Ptarmigan Cirque","Silene acaulis","open",3,10,2.8,,97
"Ptarmigan Cirque","Silene acaulis","open",4,4.5,8.1,,97
"Ptarmigan Cirque","Silene acaulis","open",5,12.5,5.8,,97
"Ptarmigan Cirque","Silene acaulis","open",6,8.2,7.1,,97
"Ptarmigan Cirque","Silene acaulis","open",7,7.2,4.2,,97
"Ptarmigan Cirque","Silene acaulis","open",8,9,4.1,,97
"Ptarmigan Cirque","Silene acaulis","open",9,5.9,4.5,,97
"Ptarmigan Cirque","Silene acaulis","open",10,10.3,7.9,,97
"Windy Pass 2","Silene acaulis","cushion",1,16.2,16.6,7,98
"Windy Pass 2","Silene acaulis","cushion",2,16,14,5,98
"Windy Pass 2","Silene acaulis","cushion",3,7.2,14.2,6,98
"Windy Pass 2","Silene acaulis","cushion",4,8.9,22.5,4,98
"Windy Pass 2","Silene acaulis","cushion",5,19.5,15.7,6,98
"Windy Pass 2","Silene acaulis","cushion",6,20,16.6,6,98
"Windy Pass 2","Silene acaulis","cushion",7,20.1,16.1,6,98
"Windy Pass 2","Silene acaulis","cushion",8,16.8,11,4,98
"Windy Pass 2","Silene acaulis","cushion",9,16.8,22.8,6,98
"Windy Pass 2","Silene acaulis","cushion",10,9.9,20.1,4,98
"Windy Pass 2","Silene acaulis","open",1,7,5.5,7,98
"Windy Pass 2","Silene acaulis","open",2,7.9,3.7,5,98
"Windy Pass 2","Silene acaulis","open",3,7,8.3,6,98
"Windy Pass 2","Silene acaulis","open",4,11.8,4.9,4,98
"Windy Pass 2","Silene acaulis","open",5,10,4,6,98
"Windy Pass 2","Silene acaulis","open",6,7.5,4,6,98
